lighting_space_type_name,level_3_lighting_code_definition_table,level_3_lighting_code_definition_id,lighting_technology_name,lighting_space_type_target_illuminance_setpoint
storage_lighting,level_3_lighting_90_1_2013,94,default,118
transportation_lighting,level_3_lighting_90_1_2013,30,default,237
vehicular_maintenance_lighting,level_3_lighting_90_1_2013,95,default,355
workshop_lighting,level_3_lighting_90_1_2013,32,default,592
worship_lighting,level_3_lighting_90_1_2013,25,default,355
ba_automotive_facility_lighting,level_3_lighting_90_1_2013,1,default,355
ba_convention_center_lighting,level_3_lighting_90_1_2013,2,default,118
ba_courthouse_lighting,level_3_lighting_90_1_2013,3,default,474
ba_dining_bar_lounge_leisure_lighting,level_3_lighting_90_1_2013,4,default,118
ba_dining_cafeteria_fast_food_lighting,level_3_lighting_90_1_2013,5,default,237
ba_dining_family_lighting,level_3_lighting_90_1_2013,6,default,237
ba_dormitory_lighting,level_3_lighting_90_1_2013,7,default,178
ba_exercise_center_lighting,level_3_lighting_90_1_2013,8,default,237
ba_fire_station_lighting,level_3_lighting_90_1_2013,9,default,118
ba_gymnasium_lighting,level_3_lighting_90_1_2013,10,default,237
ba_health-care_clinic_lighting,level_3_lighting_90_1_2013,11,default,592
ba_hospital_lighting,level_3_lighting_90_1_2013,12,default,592
ba_hotel_motel_lighting,level_3_lighting_90_1_2013,13,default,178
ba_motion_picture_theater_lighting,level_3_lighting_90_1_2013,16,default,118
ba_museum_lighting,level_3_lighting_90_1_2013,18,default,118
ba_parking_garage_lighting,level_3_lighting_90_1_2013,20,default,54
ba_penitentiary_lighting,level_3_lighting_90_1_2013,21,default,296
ba_performing_arts_theater_lighting,level_3_lighting_90_1_2013,22,default,426
ba_police_station_lighting,level_3_lighting_90_1_2013,23,default,118
ba_school_university_lighting,level_3_lighting_90_1_2013,27,default,471
ba_town_hall_lighting,level_3_lighting_90_1_2013,29,default,355
ba_retail_lighting,level_3_lighting_90_1_2013,26,default,474
ba_warehouse_lighting,level_3_lighting_90_1_2013,31,default,118
audience_seating_area_for_gymnasium_lighting,level_3_lighting_90_1_2013,38,default,118
audience_seating_area_for_motion_picture_theater_lighting,level_3_lighting_90_1_2013,39,default,118
audience_seating_area_for_penitentiary_lighting,level_3_lighting_90_1_2013,40,default,355
audience_seating_area_for_performing_arts_theater_lighting,level_3_lighting_90_1_2013,41,default,426
audience_seating_area_for_religious_buildings_lighting,level_3_lighting_90_1_2013,42,default,118
audience_seating_area_for_sports_arena_lighting,level_3_lighting_90_1_2013,43,default,118
classroom_lecture_training_for_penitentiary_lighting,level_3_lighting_90_1_2013,48,default,471
corridor_transition_for_hospital_lighting,level_3_lighting_90_1_2013,55,default,355
dining_area_for_penitentiary_lighting,level_3_lighting_90_1_2013,60,default,178
dining_bar_lounge_leisure_general_lighting,level_3_lighting_90_1_2013,4,default,118
dining_cafeteria_fast_food_general_lighting,level_3_lighting_90_1_2013,5,default,237
dining_area_for_family_dining_lighting,level_3_lighting_90_1_2013,63,default,237
lobby_for_hotel_lighting,level_3_lighting_90_1_2013,75,default,178
lobby_for_motion_picture_theater_lighting,level_3_lighting_90_1_2013,76,default,118
lobby_for_performing_arts_theater_lighting,level_3_lighting_90_1_2013,77,default,296
lounge_recreation_for_hospital_lighting,level_3_lighting_90_1_2013,80,default,296
office-enclosed_general_lighting,level_3_lighting_90_1_2013,81,default,355
office_open_plan_lighting,level_3_lighting_90_1_2013,83,default,414
automotive_general_lighting,level_3_lighting_90_1_2013,97,default,355
convention_center_exhibit_space_general_lighting,level_3_lighting_90_1_2013,98,default,431
library_reading_area_lighting,level_3_lighting_90_1_2013,115,default,592
library_stacks_lighting,level_3_lighting_90_1_2013,116,default,355
manufacturing_facility_detailed_manufacturing_area_lighting,level_3_lighting_90_1_2013,117,default,592
manufacturing_facility_equipment_room_lighting,level_3_lighting_90_1_2013,120,default,237
manufacturing_facility_high_bay_area_25_to_50_ft_ftc_hgt_lighting,level_3_lighting_90_1_2013,118,default,592
manufacturing_facility_low_bay_area_lt_25_ft_ftc_hgt_lighting,level_3_lighting_90_1_2013,119,default,592
museum_restoration_room_lighting,level_3_lighting_90_1_2013,123,default,592
post_office_sorting_area_general_lighting,level_3_lighting_90_1_2013,125,default,474
religious_buildings_fellowship_hall_lighting,level_3_lighting_90_1_2013,127,default,355
religious_buildings_worship_pulpit_choir_lighting,level_3_lighting_90_1_2013,126,default,355
retail_mall_concourse_lighting,level_3_lighting_90_1_2013,129,default,403
transportation_facility_ticket_counter_lighting,level_3_lighting_90_1_2013,138,default,296
warehouse_storage_area_medium_to_bulky_palletized_items_lighting,level_3_lighting_90_1_2013,141,default,355
warehouse_storage_area_smaller_hand-carried_items_lighting,level_3_lighting_90_1_2013,142,default,237
airport_concourse_lighting,level_3_lighting_90_1_2016,137,default,118
atrium_lighting,level_3_lighting_90_1_2016,33,default,178
none_lighting,level_3_lighting_90_1_2016,142,default,0
audience_seating_lighting,level_3_lighting_90_1_2016,36,default,118
baggage_carousel_lighting,level_3_lighting_90_1_2016,138,default,237
banking_lighting,level_3_lighting_90_1_2016,45,default,355
classroom_lecture_training_lighting,level_3_lighting_90_1_2016,47,default,471
computer_room_lighting,level_3_lighting_90_1_2016,49,default,710
conference_meeting_multipurpose_lighting,level_3_lighting_90_1_2016,50,default,355
confinement_cells_lighting,level_3_lighting_90_1_2016,51,default,296
copy_print_lighting,level_3_lighting_90_1_2016,52,default,178
corridor_lighting,level_3_lighting_90_1_2016,53,default,178
courtroom_lighting,level_3_lighting_90_1_2016,57,default,474
datacenterhighite_lighting,level_3_lighting_90_1_2016,64,default,118
datacenterlowite_lighting,level_3_lighting_90_1_2016,64,default,118
dining_lighting,level_3_lighting_90_1_2016,58,default,308
dressing_room_lighting,level_3_lighting_90_1_2016,127,default,237
electrical_mechanical_lighting,level_3_lighting_90_1_2016,64,default,118
emergency_room_lighting,level_3_lighting_90_1_2016,105,default,888
emergency_vehicle_garage_lighting,level_3_lighting_90_1_2016,65,default,355
exam_treatment_lighting,level_3_lighting_90_1_2016,105,default,592
exercise_area_lighting,level_3_lighting_90_1_2016,103,default,474
exhibit_lighting,level_3_lighting_90_1_2016,121,default,431
guest_room_lighting,level_3_lighting_90_1_2016,67,default,178
imaging_lighting,level_3_lighting_90_1_2016,106,default,355
interior_parking_lighting,level_3_lighting_90_1_2016,84,default,54
judges_chambers_lighting,level_3_lighting_90_1_2016,57,default,355
food_preparation_lighting,level_3_lighting_90_1_2016,66,default,538
laboratory_lighting,level_3_lighting_90_1_2016,68,default,592
laundry_washing_lighting,level_3_lighting_90_1_2016,70,default,355
library_lighting,level_3_lighting_90_1_2016,14,default,118
living_quarters_lighting,level_3_lighting_90_1_2016,99,default,178
loading_dock_lighting,level_3_lighting_90_1_2016,71,default,355
lobby_lighting,level_3_lighting_90_1_2016,72,default,296
locker_room_lighting,level_3_lighting_90_1_2016,78,default,237
lounge_breakroom_lighting,level_3_lighting_90_1_2016,46,default,178
manufacturing_lighting,level_3_lighting_90_1_2016,15,default,592
medical_supply_lighting,level_3_lighting_90_1_2016,107,default,355
multifamily_lighting,level_3_lighting_90_1_2016,17,default,178
nursery_lighting,level_3_lighting_90_1_2016,109,default,355
nurses_station_lighting,level_3_lighting_90_1_2016,108,default,355
office_lighting,level_3_lighting_90_1_2016,19,default,414
office_enclosed_lighting,level_3_lighting_90_1_2016,81,default,355
operating_room_lighting,level_3_lighting_90_1_2016,110,default,1184
patient_room_lighting,level_3_lighting_90_1_2016,111,default,355
pharmacy_lighting,level_3_lighting_90_1_2016,107,default,888
physical_therapy_lighting,level_3_lighting_90_1_2016,112,default,474
playing_area_lighting,level_3_lighting_90_1_2016,104,default,592
post_office_lighting,level_3_lighting_90_1_2016,24,default,237
recovery_lighting,level_3_lighting_90_1_2016,113,default,592
recreation_common_living_lighting,level_3_lighting_90_1_2016,79,default,323
restroom_lighting,level_3_lighting_90_1_2016,86,default,178
retail_sales_lighting,level_3_lighting_90_1_2016,88,default,474
sleeping_quarters_lighting,level_3_lighting_90_1_2016,102,default,59
sports_arena_lighting,level_3_lighting_90_1_2016,28,default,1184
stairwell_lighting,level_3_lighting_90_1_2016,91,default,118
storage_lighting,level_3_lighting_90_1_2016,94,default,118
transportation_lighting,level_3_lighting_90_1_2016,30,default,237
vehicular_maintenance_lighting,level_3_lighting_90_1_2016,95,default,355
workshop_lighting,level_3_lighting_90_1_2016,32,default,592
worship_lighting,level_3_lighting_90_1_2016,25,default,355
ba_automotive_facility_lighting,level_3_lighting_90_1_2016,1,default,355
ba_convention_center_lighting,level_3_lighting_90_1_2016,2,default,118
ba_courthouse_lighting,level_3_lighting_90_1_2016,3,default,474
ba_dining_bar_lounge_leisure_lighting,level_3_lighting_90_1_2016,4,default,118
ba_dining_cafeteria_fast_food_lighting,level_3_lighting_90_1_2016,5,default,237
ba_dining_family_lighting,level_3_lighting_90_1_2016,6,default,237
ba_dormitory_lighting,level_3_lighting_90_1_2016,7,default,178
ba_exercise_center_lighting,level_3_lighting_90_1_2016,8,default,237
ba_fire_station_lighting,level_3_lighting_90_1_2016,9,default,118
ba_gymnasium_lighting,level_3_lighting_90_1_2016,10,default,237
ba_health-care_clinic_lighting,level_3_lighting_90_1_2016,11,default,592
ba_hospital_lighting,level_3_lighting_90_1_2016,12,default,592
ba_hotel_motel_lighting,level_3_lighting_90_1_2016,13,default,178
ba_motion_picture_theater_lighting,level_3_lighting_90_1_2016,16,default,118
ba_museum_lighting,level_3_lighting_90_1_2016,18,default,118
ba_parking_garage_lighting,level_3_lighting_90_1_2016,20,default,54
ba_penitentiary_lighting,level_3_lighting_90_1_2016,21,default,296
ba_performing_arts_theater_lighting,level_3_lighting_90_1_2016,22,default,426
ba_police_station_lighting,level_3_lighting_90_1_2016,23,default,118
ba_school_university_lighting,level_3_lighting_90_1_2016,27,default,471
ba_town_hall_lighting,level_3_lighting_90_1_2016,29,default,355
ba_retail_lighting,level_3_lighting_90_1_2016,26,default,474
ba_warehouse_lighting,level_3_lighting_90_1_2016,31,default,118
audience_seating_area_for_gymnasium_lighting,level_3_lighting_90_1_2016,39,default,118
audience_seating_area_for_motion_picture_theater_lighting,level_3_lighting_90_1_2016,40,default,118
audience_seating_area_for_penitentiary_lighting,level_3_lighting_90_1_2016,41,default,355
audience_seating_area_for_performing_arts_theater_lighting,level_3_lighting_90_1_2016,42,default,426
audience_seating_area_for_religious_buildings_lighting,level_3_lighting_90_1_2016,43,default,118
audience_seating_area_for_sports_arena_lighting,level_3_lighting_90_1_2016,44,default,118
classroom_lecture_training_for_penitentiary_lighting,level_3_lighting_90_1_2016,48,default,471
corridor_transition_for_hospital_lighting,level_3_lighting_90_1_2016,55,default,355
dining_area_for_penitentiary_lighting,level_3_lighting_90_1_2016,61,default,178
dining_bar_lounge_leisure_general_lighting,level_3_lighting_90_1_2016,4,default,118
dining_cafeteria_fast_food_general_lighting,level_3_lighting_90_1_2016,5,default,237
dining_area_for_family_dining_lighting,level_3_lighting_90_1_2016,62,default,237
lobby_for_hotel_lighting,level_3_lighting_90_1_2016,75,default,178
lobby_for_motion_picture_theater_lighting,level_3_lighting_90_1_2016,76,default,118
lobby_for_performing_arts_theater_lighting,level_3_lighting_90_1_2016,77,default,296
lounge_recreation_for_hospital_lighting,level_3_lighting_90_1_2016,80,default,296
office-enclosed_general_lighting,level_3_lighting_90_1_2016,81,default,355
office_open_plan_lighting,level_3_lighting_90_1_2016,83,default,414
automotive_general_lighting,level_3_lighting_90_1_2016,97,default,355
convention_center_exhibit_space_general_lighting,level_3_lighting_90_1_2016,98,default,431
library_reading_area_lighting,level_3_lighting_90_1_2016,114,default,592
library_stacks_lighting,level_3_lighting_90_1_2016,115,default,355
manufacturing_facility_detailed_manufacturing_area_lighting,level_3_lighting_90_1_2016,116,default,592
manufacturing_facility_equipment_room_lighting,level_3_lighting_90_1_2016,117,default,237
manufacturing_facility_high_bay_area_25_to_50_ft_ftc_hgt_lighting,level_3_lighting_90_1_2016,119,default,592
manufacturing_facility_low_bay_area_lt_25_ft_ftc_hgt_lighting,level_3_lighting_90_1_2016,120,default,592
museum_restoration_room_lighting,level_3_lighting_90_1_2016,122,default,592
post_office_sorting_area_general_lighting,level_3_lighting_90_1_2016,124,default,474
religious_buildings_fellowship_hall_lighting,level_3_lighting_90_1_2016,125,default,355
religious_buildings_worship_pulpit_choir_lighting,level_3_lighting_90_1_2016,126,default,355
retail_mall_concourse_lighting,level_3_lighting_90_1_2016,128,default,403
transportation_facility_ticket_counter_lighting,level_3_lighting_90_1_2016,139,default,296
warehouse_storage_area_medium_to_bulky_palletized_items_lighting,level_3_lighting_90_1_2016,140,default,355
warehouse_storage_area_smaller_hand-carried_items_lighting,level_3_lighting_90_1_2016,141,default,237
airport_concourse_lighting,level_3_lighting_90_1_2019,134,default,118
atrium_lighting,level_3_lighting_90_1_2019,33,default,178
none_lighting,level_3_lighting_90_1_2019,139,default,0
audience_seating_lighting,level_3_lighting_90_1_2019,36,default,118
baggage_carousel_lighting,level_3_lighting_90_1_2019,135,default,237
banking_lighting,level_3_lighting_90_1_2019,44,default,355
classroom_lecture_training_lighting,level_3_lighting_90_1_2019,46,default,471
computer_room_lighting,level_3_lighting_90_1_2019,48,default,710
conference_meeting_multipurpose_lighting,level_3_lighting_90_1_2019,49,default,355
confinement_cells_lighting,level_3_lighting_90_1_2019,50,default,296
copy_print_lighting,level_3_lighting_90_1_2019,51,default,178
corridor_lighting,level_3_lighting_90_1_2019,52,default,178
courtroom_lighting,level_3_lighting_90_1_2019,55,default,474
datacenterhighite_lighting,level_3_lighting_90_1_2019,62,default,118
datacenterlowite_lighting,level_3_lighting_90_1_2019,62,default,118
dining_lighting,level_3_lighting_90_1_2019,56,default,308
dressing_room_lighting,level_3_lighting_90_1_2019,124,default,237
electrical_mechanical_lighting,level_3_lighting_90_1_2019,62,default,118
emergency_room_lighting,level_3_lighting_90_1_2019,102,default,888
emergency_vehicle_garage_lighting,level_3_lighting_90_1_2019,63,default,355
exam_treatment_lighting,level_3_lighting_90_1_2019,102,default,592
exercise_area_lighting,level_3_lighting_90_1_2019,100,default,474
exhibit_lighting,level_3_lighting_90_1_2019,118,default,431
guest_room_lighting,level_3_lighting_90_1_2019,65,default,178
imaging_lighting,level_3_lighting_90_1_2019,103,default,355
interior_parking_lighting,level_3_lighting_90_1_2019,82,default,54
judges_chambers_lighting,level_3_lighting_90_1_2019,55,default,355
food_preparation_lighting,level_3_lighting_90_1_2019,64,default,538
laboratory_lighting,level_3_lighting_90_1_2019,66,default,592
laundry_washing_lighting,level_3_lighting_90_1_2019,68,default,355
library_lighting,level_3_lighting_90_1_2019,14,default,118
living_quarters_lighting,level_3_lighting_90_1_2019,96,default,178
loading_dock_lighting,level_3_lighting_90_1_2019,69,default,355
lobby_lighting,level_3_lighting_90_1_2019,70,default,296
locker_room_lighting,level_3_lighting_90_1_2019,76,default,237
lounge_breakroom_lighting,level_3_lighting_90_1_2019,45,default,178
manufacturing_lighting,level_3_lighting_90_1_2019,15,default,592
medical_supply_lighting,level_3_lighting_90_1_2019,104,default,355
multifamily_lighting,level_3_lighting_90_1_2019,17,default,178
nursery_lighting,level_3_lighting_90_1_2019,105,default,355
nurses_station_lighting,level_3_lighting_90_1_2019,106,default,355
office_lighting,level_3_lighting_90_1_2019,19,default,414
office_enclosed_lighting,level_3_lighting_90_1_2019,79,default,355
operating_room_lighting,level_3_lighting_90_1_2019,107,default,1184
patient_room_lighting,level_3_lighting_90_1_2019,108,default,355
pharmacy_lighting,level_3_lighting_90_1_2019,104,default,888
physical_therapy_lighting,level_3_lighting_90_1_2019,109,default,474
playing_area_lighting,level_3_lighting_90_1_2019,101,default,592
post_office_lighting,level_3_lighting_90_1_2019,24,default,237
recovery_lighting,level_3_lighting_90_1_2019,110,default,592
recreation_common_living_lighting,level_3_lighting_90_1_2019,77,default,323
restroom_lighting,level_3_lighting_90_1_2019,84,default,178
retail_sales_lighting,level_3_lighting_90_1_2019,86,default,474
sleeping_quarters_lighting,level_3_lighting_90_1_2019,99,default,59
sports_arena_lighting,level_3_lighting_90_1_2019,28,default,1184
stairwell_lighting,level_3_lighting_90_1_2019,89,default,118
storage_lighting,level_3_lighting_90_1_2019,91,default,118
transportation_lighting,level_3_lighting_90_1_2019,30,default,237
vehicular_maintenance_lighting,level_3_lighting_90_1_2019,92,default,355
workshop_lighting,level_3_lighting_90_1_2019,32,default,592
worship_lighting,level_3_lighting_90_1_2019,25,default,355
ba_automotive_facility_lighting,level_3_lighting_90_1_2019,1,default,355
ba_convention_center_lighting,level_3_lighting_90_1_2019,2,default,118
ba_courthouse_lighting,level_3_lighting_90_1_2019,3,default,474
ba_dining_bar_lounge_leisure_lighting,level_3_lighting_90_1_2019,4,default,118
ba_dining_cafeteria_fast_food_lighting,level_3_lighting_90_1_2019,5,default,237
ba_dining_family_lighting,level_3_lighting_90_1_2019,6,default,237
ba_dormitory_lighting,level_3_lighting_90_1_2019,7,default,178
ba_exercise_center_lighting,level_3_lighting_90_1_2019,8,default,237
ba_fire_station_lighting,level_3_lighting_90_1_2019,9,default,118
ba_gymnasium_lighting,level_3_lighting_90_1_2019,10,default,237
ba_health-care_clinic_lighting,level_3_lighting_90_1_2019,11,default,592
ba_hospital_lighting,level_3_lighting_90_1_2019,12,default,592
ba_hotel_motel_lighting,level_3_lighting_90_1_2019,13,default,178
ba_motion_picture_theater_lighting,level_3_lighting_90_1_2019,16,default,118
ba_museum_lighting,level_3_lighting_90_1_2019,18,default,118
ba_parking_garage_lighting,level_3_lighting_90_1_2019,20,default,54
ba_penitentiary_lighting,level_3_lighting_90_1_2019,21,default,296
ba_performing_arts_theater_lighting,level_3_lighting_90_1_2019,22,default,426
ba_police_station_lighting,level_3_lighting_90_1_2019,23,default,118
ba_school_university_lighting,level_3_lighting_90_1_2019,27,default,471
ba_town_hall_lighting,level_3_lighting_90_1_2019,29,default,355
ba_retail_lighting,level_3_lighting_90_1_2019,26,default,474
ba_warehouse_lighting,level_3_lighting_90_1_2019,31,default,118
audience_seating_area_for_gymnasium_lighting,level_3_lighting_90_1_2019,38,default,118
audience_seating_area_for_motion_picture_theater_lighting,level_3_lighting_90_1_2019,39,default,118
audience_seating_area_for_penitentiary_lighting,level_3_lighting_90_1_2019,40,default,355
audience_seating_area_for_performing_arts_theater_lighting,level_3_lighting_90_1_2019,41,default,426
audience_seating_area_for_religious_buildings_lighting,level_3_lighting_90_1_2019,42,default,118
audience_seating_area_for_sports_arena_lighting,level_3_lighting_90_1_2019,43,default,118
classroom_lecture_training_for_penitentiary_lighting,level_3_lighting_90_1_2019,47,default,471
corridor_transition_for_hospital_lighting,level_3_lighting_90_1_2019,54,default,355
dining_area_for_penitentiary_lighting,level_3_lighting_90_1_2019,61,default,178
dining_bar_lounge_leisure_general_lighting,level_3_lighting_90_1_2019,57,default,118
dining_cafeteria_fast_food_general_lighting,level_3_lighting_90_1_2019,58,default,237
dining_area_for_family_dining_lighting,level_3_lighting_90_1_2019,60,default,237
lobby_for_hotel_lighting,level_3_lighting_90_1_2019,73,default,178
lobby_for_motion_picture_theater_lighting,level_3_lighting_90_1_2019,74,default,118
lobby_for_performing_arts_theater_lighting,level_3_lighting_90_1_2019,75,default,296
lounge_recreation_for_hospital_lighting,level_3_lighting_90_1_2019,78,default,296
office-enclosed_general_lighting,level_3_lighting_90_1_2019,80,default,355
office_open_plan_lighting,level_3_lighting_90_1_2019,81,default,414
automotive_general_lighting,level_3_lighting_90_1_2019,94,default,355
convention_center_exhibit_space_general_lighting,level_3_lighting_90_1_2019,95,default,431
library_reading_area_lighting,level_3_lighting_90_1_2019,111,default,592
library_stacks_lighting,level_3_lighting_90_1_2019,112,default,355
manufacturing_facility_detailed_manufacturing_area_lighting,level_3_lighting_90_1_2019,113,default,592
manufacturing_facility_equipment_room_lighting,level_3_lighting_90_1_2019,114,default,237
manufacturing_facility_high_bay_area_25_to_50_ft_ftc_hgt_lighting,level_3_lighting_90_1_2019,116,default,592
manufacturing_facility_low_bay_area_lt_25_ft_ftc_hgt_lighting,level_3_lighting_90_1_2019,117,default,592
museum_restoration_room_lighting,level_3_lighting_90_1_2019,119,default,592
post_office_sorting_area_general_lighting,level_3_lighting_90_1_2019,121,default,474
religious_buildings_fellowship_hall_lighting,level_3_lighting_90_1_2019,122,default,355
religious_buildings_worship_pulpit_choir_lighting,level_3_lighting_90_1_2019,123,default,355
retail_mall_concourse_lighting,level_3_lighting_90_1_2019,125,default,403
transportation_facility_ticket_counter_lighting,level_3_lighting_90_1_2019,136,default,296
warehouse_storage_area_medium_to_bulky_palletized_items_lighting,level_3_lighting_90_1_2019,137,default,355
warehouse_storage_area_smaller_hand-carried_items_lighting,level_3_lighting_90_1_2019,138,default,237
