ventilation_space_type_name,level_3_ventilation_definition_table,level_3_ventilation_definition_id
recreation_common_living_ventilation,level_3_ventilation_62_1_2007,32
retail_sales_ventilation,level_3_ventilation_62_1_2007,57
shaft_ventilation,level_3_ventilation_62_1_2007,75
sleeping_quarters_ventilation,level_3_ventilation_62_1_2007,28
sports_arena_ventilation,level_3_ventilation_62_1_2007,64
stairwell_ventilation,level_3_ventilation_62_1_2007,75
storage_ventilation,level_3_ventilation_62_1_2007,26
transportation_ventilation,level_3_ventilation_62_1_2007,45
worship_ventilation,level_3_ventilation_62_1_2007,48
correctional_facilities_booking_waiting_ventilation,level_3_ventilation_62_1_2007,4
correctional_facilities_day_room_ventilation,level_3_ventilation_62_1_2007,2
correctional_facilities_guard_stations_ventilation,level_3_ventilation_62_1_2007,3
educational_facilities_art_classroom_ventilation,level_3_ventilation_62_1_2007,11
educational_facilities_classrooms_ages_5-8_ventilation,level_3_ventilation_62_1_2007,7
educational_facilities_daycare_through_age_4_ventilation,level_3_ventilation_62_1_2007,5
educational_facilities_lecture_classroom_ventilation,level_3_ventilation_62_1_2007,9
educational_facilities_lecture_hall_fixed_seats_ventilation,level_3_ventilation_62_1_2007,10
educational_facilities_media_center_ventilation,level_3_ventilation_62_1_2007,16
educational_facilities_multi-use_assembly_ventilation,level_3_ventilation_62_1_2007,18
educational_facilities_music_theater_dance_ventilation,level_3_ventilation_62_1_2007,17
educational_facilities_science_laboratories_ventilation,level_3_ventilation_62_1_2007,12
educational_facilities_wood_metal_shop_ventilation,level_3_ventilation_62_1_2007,14
food_and_beverage_service_bars_cocktail_lounges_ventilation,level_3_ventilation_62_1_2007,21
food_and_beverage_service_cafeteria_fast_food_dining_ventilation,level_3_ventilation_62_1_2007,20
hotels_motels_resorts_dormitories_lobbies_prefunction_ventilation,level_3_ventilation_62_1_2007,31
miscellaneous_spaces_bank_vaults_safe_deposit_ventilation,level_3_ventilation_62_1_2007,37
miscellaneous_spaces_computer_not_printing_ventilation,level_3_ventilation_62_1_2007,38
miscellaneous_spaces_photo_studios_ventilation,level_3_ventilation_62_1_2007,42
miscellaneous_spaces_warehouses_ventilation,level_3_ventilation_62_1_2007,46
public_assembly_spaces_lobbies_ventilation,level_3_ventilation_62_1_2007,52
public_assembly_spaces_museums_childrens_ventilation,level_3_ventilation_62_1_2007,53
retail_barber_shop_ventilation,level_3_ventilation_62_1_2007,59
retail_beauty_and_nail_salons_ventilation,level_3_ventilation_62_1_2007,60
retail_coin-operated_laundries_ventilation,level_3_ventilation_62_1_2007,63
retail_pet_shops_animal_areas_ventilation,level_3_ventilation_62_1_2007,61
retail_supermarket_ventilation,level_3_ventilation_62_1_2007,62
