template,cooling_type,heating_type,subcategory,minimum_capacity,maximum_capacity,start_date,end_date,minimum_seasonal_efficiency,minimum_full_load_efficiency,minimum_iplv,minimum_integrated_energy_efficiency_ratio,pthp_eer_coefficient_1,pthp_eer_coefficient_2,cool_cap_ft,cool_cap_fflow,cool_eir_ft,cool_eir_fflow,cool_plf_fplr,annotation
90.1-2013,ThroughWall,Electric Resistance or None,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2
90.1-2013,ThroughWall,All Other,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2
90.1-2013,SmallDuctHighVelocity,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,11,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,SmallDuctHighVelocity,All Other,Split System,0,64999,9/9/1919,9/9/2999,11,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,12/31/2015,,11,,11.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Split System,65000,134999,1/1/2016,9/9/2999,,11,,12.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Split System,65000,134999,9/9/1919,12/31/2015,,10.8,,11,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Split System,65000,134999,1/1/2016,9/9/2999,,10.8,,12,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,12/31/2015,,10.6,,10.7,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Split System,135000,239999,1/1/2016,9/9/2999,,10.6,,11.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Split System,135000,239999,9/9/1919,12/31/2015,,10.4,,10.5,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Split System,135000,239999,1/1/2016,9/9/2999,,10.4,,11.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Split System,240000,9999999,9/9/1919,12/31/2015,,9.5,,9.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Split System,240000,9999999,1/1/2016,9/9/2999,,9.5,,10.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Split System,240000,9999999,9/9/1919,12/31/2015,,9.3,,9.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Split System,240000,9999999,1/1/2016,9/9/2999,,9.3,,0.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2016,AirCooled,Electric Resistance or None,PTHP,0,9999999,9/9/1919,9/9/2999,,,,,14,0.3,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,PTHP,0,9999999,9/9/1919,9/9/2999,,,,,14,0.3,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Single Package,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Single Package,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,ThroughWall,Electric Resistance or None,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,ThroughWall,All Other,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Single Package,65000,134999,9/9/1919,9/9/2999,,11,,12.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Single Package,65000,134999,9/9/1919,9/9/2999,,10.8,,12,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Single Package,135000,239999,9/9/1919,9/9/2999,,10.6,,11.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Single Package,135000,239999,9/9/1919,9/9/2999,,10.4,,11.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Single Package,240000,9999999,9/9/1919,9/9/2999,,9.5,,10.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Single Package,240000,9999999,9/9/1919,9/9/2999,,9.3,,0.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Split System,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,ThroughWall,Electric Resistance or None,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,ThroughWall,All Other,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,SmallDuctHighVelocity,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,11,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,SmallDuctHighVelocity,All Other,Split System,0,64999,9/9/1919,9/9/2999,11,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,9/9/2999,,11,,12.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Split System,65000,134999,9/9/1919,9/9/2999,,10.8,,12,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,10.6,,11.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Split System,135000,239999,9/9/1919,9/9/2999,,10.4,,11.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,Electric Resistance or None,Split System,240000,9999999,9/9/1919,9/9/2999,,9.5,,10.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2016,AirCooled,All Other,Split System,240000,9999999,9/9/1919,9/9/2999,,9.3,,0.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,PTHP,0,6999,9/9/1919,9/9/2999,,11.9,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,PTHP,0,6999,9/9/1919,9/9/2999,,11.9,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,PTHP,7000,14999,1/1/2016,9/9/2999,,,,,14,0.3,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,PTHP,7000,14999,1/1/2016,9/9/2999,,,,,14,0.3,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,PTHP,15000,9999999,9/9/1919,9/9/2999,,9.5,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,PTHP,15000,9999999,9/9/1919,9/9/2999,,9.5,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,0,64999,9/9/1919,12/31/2014,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Single Package,0,64999,9/9/1919,12/31/2014,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Single Package,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,ThroughWall,Electric Resistance or None,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,ThroughWall,All Other,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,65000,134999,9/9/1919,9/9/2999,,11,,12.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Single Package,65000,134999,9/9/1919,9/9/2999,,10.8,,12,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,135000,239999,9/9/1919,9/9/2999,,10.6,,11.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Single Package,135000,239999,9/9/1919,9/9/2999,,10.4,,11.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Single Package,240000,9999999,9/9/1919,9/9/2999,,9.5,,10.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Single Package,240000,9999999,9/9/1919,9/9/2999,,9.3,,0.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Split System,0,64999,9/9/1919,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,ThroughWall,Electric Resistance or None,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,ThroughWall,All Other,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,SmallDuctHighVelocity,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,11,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,SmallDuctHighVelocity,All Other,Split System,0,64999,9/9/1919,9/9/2999,11,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,9/9/2999,,11,,12.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Split System,65000,134999,9/9/1919,9/9/2999,,10.8,,12,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,10.6,,11.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Split System,135000,239999,9/9/1919,9/9/2999,,10.4,,11.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,Electric Resistance or None,Split System,240000,9999999,9/9/1919,9/9/2999,,9.5,,10.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
90.1-2019,AirCooled,All Other,Split System,240000,9999999,9/9/1919,9/9/2999,,9.3,,0.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,
