name,category,form,dependent_variable,independent_variable_1,independent_variable_2,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,minimum_independent_variable_1,maximum_independent_variable_1,minimum_independent_variable_2,maximum_independent_variable_2,minimum_dependent_variable_output,maximum_dependent_variable_output,annotation
SpltAC1Sp_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,7e-05,1.23,-0.307,0.0756,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,0.00012,1.2,-0.261,0.0596,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-7e-05,1.17,-0.213,0.0438,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,0.67916,0.016938,0.00069336,0.0045576,-8.42e-05,-0.00047628,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.805,0.233,-0.038,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.827,0.203,-0.03,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.852,0.17,-0.0219,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,2.7311616,-0.10297296,0.00093636,0.00477864,-9.07e-05,-0.000202824,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.7390464,-0.00778968,0.000128304,-0.00027,0.0006642,-0.000648,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
SpltAC1Sp-ge45_BF_fT,BF_fT,BiQuadratic,,T,T,16.900064,-1.747584,0.050544,0.1428912,0.00048924,-0.0090396,,,,,,,,,0,3.76,From .dat files included with MASControl2
SpltAC1Sp-ge45_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,0,1.18,-0.223,0.0468,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,8e-05,1.15,-0.183,0.0343,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-0.0001,1.12,-0.14,0.0225,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.2403136,-0.0346752,0.00187596,0.00106848,-5.7e-05,-0.0003564,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.847,0.177,-0.0235,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.869,0.149,-0.0172,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.893,0.118,-0.0112,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.8260768,0.0199944,-0.00284148,-0.01422576,-5.77e-05,0.00064152,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.093776,0.0674784,-0.00192132,-0.0031176,0.00067068,-0.0005832,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-ge45_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
SpltAC1Sp-lt45_BF_fT,BF_fT,BiQuadratic,,T,T,22.932224,-2.291616,0.063504,0.0800712,0.00076464,-0.0068364,,,,,,,,,0,3.3,From .dat files included with MASControl2
SpltAC1Sp-lt45_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,0,1.18,-0.223,0.0468,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,8e-05,1.15,-0.183,0.0343,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-0.0001,1.12,-0.14,0.0225,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.1299744,-0.0222336,0.0015228,-3.53e-05,-4.34e-05,-0.00032724,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.847,0.177,-0.0235,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.869,0.149,-0.0172,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.893,0.118,-0.0112,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.4985024,0.0478512,-0.0034992,-0.01084968,-5.48e-05,0.00047628,,,,,,,,,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.09712,0.0536256,-0.00144828,0.0040644,0.00062208,-0.000729,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC1Sp-lt45_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_BF_fFlow,BF_fFlow,Linear,,Flow,,1.75,-1578.5656,,,,,,,,,,,,,1,1.189,From .dat files included with MASControl2
SpltAC2SpHiSEER_BF_fT,BF_fT,BiQuadratic,,T,T,20.03024,-1.922832,0.051516,0.086184,0.0011502,-0.0076788,,,,,,,,,0,3.92,From .dat files included with MASControl2
SpltAC2SpHiSEER_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,0.00635,1.12,-0.139,0.016,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,-0.00144,1.12,-0.14,0.022,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-0.00726,1.11,-0.132,0.0262,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.5240096,-0.0665928,0.00299376,0.00162288,-6.51e-05,-0.00048924,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.923,0.153,-0.0156,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.94,0.124,-0.0109,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.959,0.0934,-0.00688,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.54,0.0382752,-0.00297756,-0.0114912,-0.00010044,0.0005346,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,-0.172512,0.1176624,-0.00324,-0.01152,0.00077112,-0.00057024,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpHiSEER_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_BF_fFlow,BF_fFlow,Linear,,Flow,,1.75,-1578.5656,,,,,,,,,,,,,1,1.189,From .dat files included with MASControl2
SpltAC2SpLoSEER_BF_fT,BF_fT,BiQuadratic,,T,T,10.820416,-1.041264,0.0254988,0.2290608,0.00062856,-0.0117612,,,,,,,,,0,5.76,From .dat files included with MASControl2
SpltAC2SpLoSEER_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,-0.00016,1.12,-0.143,0.0206,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,-0.00146,1.1,-0.119,0.0176,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,0.00284,1.06,-0.0687,0.00523,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.54887488,-0.0648072,0.00310068,-0.000425376,-2.55e-05,-0.00060264,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.856,0.121,-0.0124,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.872,0.0941,-0.00752,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.889,0.0695,-0.00646,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,2.322048,-0.0286956,-0.00124092,-0.020124,-4.05e-05,0.0006804,,,,,,,,,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,-0.281376,0.1343088,-0.0036936,-0.0173736,0.00096552,-0.00075168,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltAC2SpLoSEER_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltACEvap_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
SpltACEvap_BF_fT,BF_fT,BiQuadratic,,T,T,16.06,-1.566,0.0405,1.75e-10,3.24e-12,3.24e-12,,,,,,,,,0,3.97,From .dat files included with MASControl2
SpltACEvap_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,0,1,0,0,,,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,0,1,0,0,,,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,0,1,0,0,,,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,0.6302064,0.0171576,0.00069012,-0.00374688,0.000212544,-0.0005508,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltACEvap_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.94,0.06,0,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.97,0.03,0,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,1,0,0,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.9516064,-0.0154008,-0.0012798,-0.00110088,0.000194724,-0.00054432,,,,,,,,,,,From .dat files included with MASControl2
SpltACEvap_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,1.207232,-0.0528552,0.00053136,0.0261288,-0.00045684,0.0005508,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltACEvap_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltACEvap_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpCom_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
SpltHP1SpCom_BF_fT,BF_fT,BiQuadratic,,T,T,8.513632,-0.630072,0.0165888,-0.0450144,0.00107892,-0.0018954,,,,,,,,,0,3.33,From .dat files included with MASControl2
SpltHP1SpCom_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,7e-05,1.23,-0.307,0.0756,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,0.00012,1.2,-0.261,0.0596,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-7e-05,1.17,-0.213,0.0438,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,0.67916,0.016938,0.00069336,0.0045576,-8.42e-05,-0.00047628,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpCom_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.805,0.233,-0.038,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.827,0.203,-0.03,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.852,0.17,-0.0219,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,2.7311616,-0.10297296,0.00093636,0.00477864,-9.07e-05,-0.000202824,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpCom_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.7390464,-0.00778968,0.000128304,-0.00027,0.0006642,-0.000648,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpCom_HIR_fT,HIR_fT,BiQuadratic,,T,T,0.8186976,0.01406952,0.000117936,-0.01579104,0.000222264,-0.000300024,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpCom_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0.85516576,-0.003631392,-6.19e-06,0.02644704,0.00041148,-0.000141264,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpRes_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
SpltHP1SpRes_BF_fT,BF_fT,BiQuadratic,,T,T,8.513632,-0.630072,0.0165888,-0.0450144,0.00107892,-0.0018954,,,,,,,,,0,3.33,From .dat files included with MASControl2
SpltHP1SpRes_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,7e-05,1.23,-0.307,0.0756,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,0.00012,1.2,-0.261,0.0596,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-7e-05,1.17,-0.213,0.0438,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,0.67916,0.016938,0.00069336,0.0045576,-8.42e-05,-0.00047628,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpRes_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.805,0.233,-0.038,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.827,0.203,-0.03,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.852,0.17,-0.0219,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,2.7311616,-0.10297296,0.00093636,0.00477864,-9.07e-05,-0.000202824,,,,,,,,,,,From .dat files included with MASControl2
SpltHP1SpRes_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.7390464,-0.00778968,0.000128304,-0.00027,0.0006642,-0.000648,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpRes_HIR_fT,HIR_fT,BiQuadratic,,T,T,0.9003872,0.01108728,0.0001701,-0.02579472,0.0008424,-0.000290628,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP1SpRes_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0.9303344,-0.0064656,1.77e-05,0.02813472,-5.51e-06,-0.000208656,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP2Sp_BF_fFlow,BF_fFlow,Linear,,Flow,,1.75,-1578.5656,,,,,,,,,,,,,1,1.189,From .dat files included with MASControl2
SpltHP2Sp_BF_fT,BF_fT,BiQuadratic,,T,T,20.03024,-1.922832,0.051516,0.086184,0.0011502,-0.0076788,,,,,,,,,0,3.92,From .dat files included with MASControl2
SpltHP2Sp_CEIR_fPLR_Hot,CEIR_fPLR_Hot,Cubic,EIRRatio,PLR,,0.00635,1.12,-0.139,0.016,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_CEIR_fPLR_Mod,CEIR_fPLR_Mod,Cubic,EIRRatio,PLR,,-0.00144,1.12,-0.14,0.022,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_CEIR_fPLR_Tem,CEIR_fPLR_Tem,Cubic,EIRRatio,PLR,,-0.00726,1.11,-0.132,0.0262,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,1.5240096,-0.0665928,0.00299376,0.00162288,-6.51e-05,-0.00048924,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP2Sp_CLoss_fPLR_Hot,CLoss_fPLR_Hot,Quadratic,,PLR,,0.923,0.153,-0.0156,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_CLoss_fPLR_Mod,CLoss_fPLR_Mod,Quadratic,,PLR,,0.94,0.124,-0.0109,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_CLoss_fPLR_Tem,CLoss_fPLR_Tem,Quadratic,,PLR,,0.959,0.0934,-0.00688,,,,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.54,0.0382752,-0.00297756,-0.0114912,-0.00010044,0.0005346,,,,,,,,,,,From .dat files included with MASControl2
SpltHP2Sp_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,-0.172512,0.1176624,-0.00324,-0.01152,0.00077112,-0.00057024,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP2Sp_HIR_fT,HIR_fT,BiQuadratic,,T,T,0.9272864,0.00802008,0.000201528,-0.02177136,0.000729,-0.000303264,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SpltHP2Sp_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0.8756304,-0.00466344,1.62e-14,0.02912976,0.00012636,-0.000163296,,,,,7.22222,29.44444,-23.333,46.11111,,,From .dat files included with MASControl2
SteamTurbine-Flow-fPSIG,SteamTurbineGen,BiQuadratic,QRatio,PSIG,PSIG,38.79236,-3.07e-05,1.11e-11,0.000147951,1.93e-11,-7.36e-11,,,,,,,,,18,100,From .dat files included with MASControl2
SteamTurbine-HIR-fPLR,SteamTurbineGen,Quadratic,,PLR,,0.12838545,0.90049523,-0.02888074,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Stippled_Optical-fAOI,PV-Module,Cubic,,AOI,,4.70208168,-0.21138079,0.00393233,-2.4e-05,,,,,,,,,,,,,From .dat files included with MASControl2
SWH-EFFFPLR-NECB2011,Water Heater,Cubic,FIRRatio,QRatio,,0.7576,1.0071,-1.4443,0.6844,,,,,,,0,1,,,,,From NECB 2011
Tower_Fan_Curve,,Cubic,,,,0,0,0,1,,,,,,,0,1,,,,,From Prototype Buildings
Transformer-Loss-fPLR,ElecMeters,Linear,QRatio,PLR,,0.1,0.9,,,,,,,,,,,,,,,From .dat files included with MASControl2
Two-Speed Fan EIR fPLR,FanEIR-FPLR,Linear,,PLR,,-0.764706,1.764706,,,,,,,,,,,,,0.4,,From .dat files included with MASControl2
TwoSpeedFan,FanEIR-FPLR,Cubic,EIRRatio,PLR,,0.000281,-0.0579,0.586,0.471,,,,,,,,,,,,,From .dat files included with MASControl2
Typical VSD Fan,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.047182815,0.130541742,-0.117286942,0.940313747,,,,,,,0,1,,,0.1,,"From California Energy Commision, ""Advanced Variable Air Volume System Design Guide,"" October 2003"
TypicalCyclingAC-EIR-fPLR,CyclingAC,Cubic,EIRRatio,PLR,,6.26e-05,1.17517,-0.201513,0.0263344,,,,,,,,,,,,,From .dat files included with MASControl2
Vane Axial w Var Pitch FPLR,FanEIR-FPLR,Quadratic,,PLR,,0.212048,-0.569286,1.345238,,,,,,,,,,,,0.15,1,From .dat files included with MASControl2
Variable Speed Drive FPLR,FanEIR-FPLR,Quadratic,,PLR,,0.219762,-0.874784,1.652597,,,,,,,,,,,,0.1,1,From .dat files included with MASControl2
VarVolFan-AFBIFanCurve-NECB2011-FPLR,Fan,Cubic,PwrRatio,FlowRatio,,-2.4176,9.5874,-11.559,5.4009,,,,,,,0.68,1,,,,,From NECB 2011
VarVolFan-AFBIInletVanes-NECB2011-FPLR,Fan,Cubic,PwrRatio,FlowRatio,,-4.1457,16.803,-19.471,7.8488,,,,,,,0.5,1,,,,,From NECB 2011
VarVolFan-FCInletVanes-NECB2011-FPLR,Fan,Cubic,PwrRatio,FlowRatio,,-0.3477,4.0976,-5.0024,2.268,,,,,,,0.22,1,,,,,From NECB 2011
VarVolFan-VSD-NECB2011-FPLR,Fan,Cubic,PwrRatio,FlowRatio,,0.1389,1.7699,-1.615,0.6996,,,,,,,0.04,1,,,,,From NECB 2011
VFD-Loss-fPLR,Pumps,Linear,QRatio,PLR,,0.6,0.4,,,,,,,,,,,,,,,From .dat files included with MASControl2
VRF-HP-Resys-ClCap-fSST&ODB,CondUnit,BiQuadratic,QRatio,SST,ODB,1.26588416,0,0,-0.007582032,-2.14e-06,0,,,,,,,,,,,From .dat files included with MASControl2
VRF-HP-Resys-ClEIR-fSST&ODB,CondUnit,BiQuadratic,EIRRatio,SST,ODB,0.384832,0,0,0.0092304,0.000238,0,,,,,,,,,,,From .dat files included with MASControl2
VRF-HP-Resys-Crankcase-fPLR,CondUnit,Quadratic,,PLR,,1,-1.72,0.72,,,,,,,,,,,,,,From .dat files included with MASControl2
VRF-HP-Resys-Cycle-fPLR,CondUnit,Linear,QRatio,PLR,,0.898,0.102,,,,,,,,,,,,,,,From .dat files included with MASControl2
VRF-HP-Resys-HtCap-fSCT&OWB,CondUnit,BiQuadratic,QRatio,SCT,OWB,0.89783456,0,0,0.016707888,6.16e-07,0,,,,,,,,,,,From .dat files included with MASControl2
VRF-HP-Resys-HtEIR-fSCT&OWB,CondUnit,BiQuadratic,EIRRatio,SCT,OWB,1.0525344,0,0,-0.00815688,-8.72e-05,0,,,,,,,,,,,From .dat files included with MASControl2
VSD-TWR-FAN-FPLR,Cooling Tower,Cubic,,,,0.33162901,-0.88567609,0.60556507,0.9484823,,,,,,,0,1,,,,,From PNNL PRM Reference Manual
Water-Cooled-Bypass-fAirflow,"DXCooling,WCC",Cubic,QRatio,Airflow,,0.9,-3.73,7.37,-3.54,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Water-Cooled-Bypass-fEWB&EWT,"DXCooling,WCC",BiQuadratic,QRatio,EWB,EWT,-5.51104768,0.73563552,-0.0185004,0.142520616,0.000942,-0.010213452,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
