name,category,form,dependent_variable,independent_variable_1,independent_variable_2,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,minimum_independent_variable_1,maximum_independent_variable_1,minimum_independent_variable_2,maximum_independent_variable_2,minimum_dependent_variable_output,maximum_dependent_variable_output,annotation
Curve_Quadratic_CBES_05,,Quadratic,,,,1.1552,-0.1808,0.0256,,,,,,,,0.5,1.5,,,,,From Commercial Building Energy Saver (CBES) Prototype Models: cbes.lbl.gov
Curve_Quadratic_CBES_06,,Quadratic,,,,0.85,0.15,0,,,,,,,,0,1,,,,,From Commercial Building Energy Saver (CBES) Prototype Models: cbes.lbl.gov
DEER DHW HIR-FPLR Curve,DEERDHWHIR-FPLR,Linear,,PLR,,0,1,,,,,,,,,,,,,,,From .dat files included with MASControl2
DEER_defrost,Refrigeration,Cubic,,,,0.023632,0.0006232,2.832e-05,4.4035e-07,,,,,,,-23,7,,,,,
DEER_Heat_Rejections_LT,Refrigeration,Linear,Capacity,DeltaT,,0,16383.61446,,,,,,,,,-100,100,,,,,From eQuest Grocery store model
DEER_Heat_Rejections_MT,Refrigeration,Linear,Capacity,DeltaT,,0,20626.34211,,,,,,,,,-100,100,,,,,From eQuest Grocery store model
Default_Case_Latent_Cedit_Curve,Refrigeration,Cubic,,,,0.026526281,0.001078032,-6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,
Defrost-ResisDem-Frac-fOWB&ODB,DXCool/Heat,BiLinear,QRatio,OWB,ODB,0.0333,0,0,,,,,,,,-23.333,29.444,-23.333,29.444,,,From .dat files included with MASControl2
Defrost-ResisTime-Frac-fOWB&ODB,DXCool/Heat,BiLinear,QRatio,OWB,ODB,0.0333,0,0,,,,,,,,-23.333,29.444,-23.333,29.444,,,From .dat files included with MASControl2
Defrost-ReversDem-Frac-fOWB&ODB,DXCool/Heat,BiLinear,QRatio,OWB,ODB,0.0333,0,0,,,,,,,,-23.333,29.444,-23.333,29.444,,,From .dat files included with MASControl2
Defrost-ReversTime-Frac-fOWB&ODB,DXCool/Heat,BiLinear,QRatio,OWB,ODB,0.0583,0,0,,,,,,,,-23.333,29.444,-23.333,29.444,,,From .dat files included with MASControl2
Desc-Gas-fT&W,Desiccant,BiQuadratic,,T,W,18784.36736,-3209.524992,-11.8830564,3874.59,-1.69627,-23.53176,,,,,7.22222,46.11111,0,0.1,,,From .dat files included with MASControl2
Desc-HR8-fWB1&WB6,Desiccant,BiQuadratic,,WB1,WB6,-0.27680768,0.071770464,0.000735,0.145668672,0.000591,-0.002648246,,,,,12.77778,46.11111,12.77778,46.11111,,,From .dat files included with MASControl2
Desc-HR8PL-fWB1&WB6,Desiccant,BiQuadratic,,WB1,WB6,-0.05234208,0.076111488,0.000502,0.11464641,0.001235315,-0.002453879,,,,,12.77778,46.11111,12.77778,46.11111,,,From .dat files included with MASControl2
Desc-kW-fT&W,Desiccant,BiQuadratic,,T,W,3.33024,-0.010674,0,0.00404,0,0,,,,,7.22222,46.11111,0,0.1,,,From .dat files included with MASControl2
Desc-QREG-fWB1&WB6,Desiccant,BiQuadratic,,WB1,WB6,80.58068736,-0.627217344,0.0170748,-2.186211312,4.37e-05,0.018960674,,,,,12.77778,40.55556,12.77778,46.11111,,,From .dat files included with MASControl2
Desc-QREGPL-fWB1&WB6,Desiccant,BiQuadratic,,WB1,WB6,20.30901408,-0.159663744,0.0046008,-0.586622934,-0.00024,0.005206064,,,,,12.77778,46.11111,12.77778,46.11111,,,From .dat files included with MASControl2
Desc-T-fT&W,Desiccant,BiQuadratic,,T,W,31.53328,1.0173168,-0.0033372,0.295,-0.00017,-0.0015696,,,,,7.22222,46.11111,0,0.1,,,From .dat files included with MASControl2
Desc-T8-fWB1&WB6,Desiccant,BiLinear,,WB1,WB6,34.64,1.6236,0.2574,,,,,,,,12.77778,46.11111,12.77778,46.11111,,,From .dat files included with MASControl2
Desc-T8PL-fWB1&WB6,Desiccant,BiLinear,,WB1,WB6,32.7692,1.7496,0.06588,,,,,,,,12.77778,46.11111,12.77778,46.11111,,,From .dat files included with MASControl2
Desc-W-fT&W,Desiccant,BiQuadratic,,T,W,7.82704,0.119376,0.0144504,0.0831,0.000697,0.002862,,,,,7.22222,46.11111,0,0.1,,,From .dat files included with MASControl2
Direct-Effectiveness-fFlow,EvapCooler,Quadratic,,Flow,,1.18,-546.67104,333000,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
DOE Ref DX Clg Coil Cool-CAP-fFlow,DX Cooling Coil,Cubic,QRatio,FlowRatio,,1,0,0,0,,,,,,,-100,100,,,,,From DOE Pre-1980 Reference Building
DOE Ref DX Clg Coil Cool-Cap-fT,DX Cooling Coil,BiQuadratic,QRatio,Twb,Toadb,0.9712123,-0.015275502,0.001443452,-0.00039321,-6.8364e-06,-0.000290596,,,,,-100,100,-100,100,,,From DOE Pre-1980 Reference Building
DOE Ref DX Clg Coil Cool-EIR-fFlow,DX Cooling Coil,Cubic,EIRRatio,FlowRatio,,1,0,0,0,,,,,,,-100,100,,,,,From DOE Pre-1980 Reference Building
DOE Ref DX Clg Coil Cool-EIR-fT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,0.28687133,0.023902164,-0.000810648,0.013458546,0.000338936,-0.000487004,,,,,-100,100,-100,100,,,From DOE Pre-1980 Reference Building
DOE Ref DX Clg Coil Cool-PLF-fPLR,DX Cooling Coil,Quadratic,EIRRatio,QRatio,,0.90949556,0.09864773,-0.00819488,,,,,,,,0,1,,,,,
Draft-Fan-EIR-fPLR,FuelBoilers,Cubic,EIRRatio,PLR,,0.35071223,0.3080535,-0.5413736,0.87198823,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
DW-Elec-EIR-fPLR,ElecDW-Heater,Linear,EIRRatio,PLR,,0,1,,,,,,,,,,,,,,,From .dat files included with MASControl2
DW-Gas-HIR-fPLR,GasDW-Heater,Quadratic,,PLR,,0.021826,0.97763,0.000543,,,,,,,,,,,,,,From .dat files included with MASControl2
DW-Gas-Pilotless-HIR-fPLR,GasDW-Heater,Quadratic,,PLR,,0,0.999457,0.000543,,,,,,,,,,,,,,From .dat files included with MASControl2
DW-HeatPump-Cap-fSupplyT&EDB,HeatPumpDW-Heat,BiQuadratic,QRatio,SupplyT,EDB,0.74922298,0,0,0.028130328,0.000236,0,,,,,,,,,,,From .dat files included with MASControl2
DW-HeatPump-EIR-fPLR,HeatPumpDW-Heat,Cubic,EIRRatio,PLR,,0.08565215,0.93881371,-0.1834361,0.15897022,,,,,,,,,,,,,From .dat files included with MASControl2
DW-HeatPump-EIR-fSupplyT&EDB,HeatPumpDW-Heat,BiQuadratic,EIRRatio,SupplyT,EDB,1.25311702,0,0,-0.033921486,0.000426,0,,,,,,,,,,,From .dat files included with MASControl2
DX Coil Cap-FF,DX Cooling Coil,Quadratic,QRatio,FlowRatio,,0.8,0.2,0,,,,,,,,0.5,1.5,,,,,"From PNNL Prototype Buildings ApartmentMidRise, HotelSmall, OfficeSmall, RetailStandAlone, RetailStripmall, SchoolPrimary, Warehouse"
DX-Bypass-Factor-fAirflow,DXCool/Heat,Quadratic,QRatio,Airflow,,-0.2542341,1.2182557,0.03597841,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
DX-Bypass-Factor-fEWB&EDB,DXCool/Heat,BiQuadratic,QRatio,EWB,EDB,0.8463094,0.014259096,0.000184,-0.014791716,-5.48e-06,0.000487,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
DX-Bypass-Factor-fPLR,DXCool/Heat,Linear,QRatio,PLR,,1,0,,,,,,,,,,,,,,,From .dat files included with MASControl2
DX-Cap-fAirflow,DXCool/Heat,Cubic,QRatio,Airflow,,0.06429396,1.99755645,-1.44277024,0.38091758,,,,,,,,,,,,,From .dat files included with MASControl2
DX-Cool-Cap-fEWB&OAT,DXCool/Heat,BiQuadratic,QRatio,EWB,OAT,0.86791562,0.014247648,0.000554,-0.007558056,3.3e-05,-0.000192,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
DX-Cool-Cap-fRPM&OAT,DXCool/Heat,BiQuadratic,QRatio,RPM,OAT,32,9.549296596,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
DX-Cool-CondFan-fPLR&OAT,DXCool/Heat,BiQuadratic,PwrRatio,PLR,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
DX-Cool-CycleLoss-fPLR,DXCool/Heat,Linear,QRatio,PLR,,0.7,0.3,,,,,,,,,,,,,,,From .dat files included with MASControl2
DX-Cool-EIR-fEWB&OAT,DXCool/Heat,BiQuadratic,EIRRatio,EWB,OAT,0.1210048,0.0285336,-0.000411,0.02134944,0.000161,-0.00068,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
DX-Cool-EIR-fPLR,DXCool/Heat,Cubic,EIRRatio,PLR,,0.201,-0.0312,1.95,-1.12,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
DX-Cool-EIR-fRPM&OAT,DXCool/Heat,BiQuadratic,EIRRatio,RPM,OAT,32,9.549296596,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
DX-Cool-Waste-Heat-fEWB&OAT,DXCool/Heat,BiLinear,QRatio,EWB,OAT,1,0,0,,,,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
DX-Cool-Waste-Heat-fRPM&OAT,DXCool/Heat,BiQuadratic,QRatio,RPM,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
DX-Heat-Cap-fEDB&OAT,DXCool/Heat,BiQuadratic,QRatio,EDB,OAT,0.7422592,0,0,0.030682602,3.23e-05,0,,,,,12.77778,29.44444,-12.22222,29.44444,,,From .dat files included with MASControl2
DX-Heat-Cap-fRPM&OAT,DXCool/Heat,BiQuadratic,QRatio,RPM,OAT,32,9.549296596,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
DX-Heat-CondFan-fPLR&OAT,DXCool/Heat,BiQuadratic,PwrRatio,PLR,OAT,1,0,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
DX-Heat-CycleLoss-fPLR,DXCool/Heat,Linear,QRatio,PLR,,0.75,0.25,,,,,,,,,,,,,,,From .dat files included with MASControl2
DX-Heat-EIR-fEDB&OAT,DXCool/Heat,BiQuadratic,EIRRatio,EDB,OAT,1.25399584,0,0,-0.040063338,0.0010877,0,,,,,12.77778,29.44444,-12.22222,29.44444,,,From .dat files included with MASControl2
DX-Heat-EIR-fPLR,DXCool/Heat,Cubic,EIRRatio,PLR,,0.0857,0.939,-0.183,0.159,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
DX-Heat-EIR-fRPM&OAT,DXCool/Heat,BiQuadratic,EIRRatio,RPM,OAT,32,9.549296596,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
DX-Heat-Waste-Heat-fEDB&OAT,DXCool/Heat,BiLinear,QRatio,EDB,OAT,1,0,0,,,,,,,,12.77778,29.44444,-12.22222,29.44444,,,From .dat files included with MASControl2
DX-Heat-Waste-Heat-fRPM&OAT,DXCool/Heat,BiQuadratic,QRatio,RPM,OAT,1,0,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
DX-Sens-Cap-fAirflow,DXCool/Heat,Cubic,QRatio,Airflow,,0.34465606,0.89289891,-0.3554498,0.1178948,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
DX-Sens-Cap-fEWB&OAT,DXCool/Heat,BiQuadratic,QRatio,EWB,OAT,2.93224448,-0.09445968,0.0002,-0.007176816,1.03e-05,0.000109,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
DXCOOL-NECB2011-REF-CAPFFLOW,DX Cooling Coil,Quadratic,QRatio,FlowRatio,,1,0,0,,,,,,,,0,1,,,,,From NECB 2011
DXCOOL-NECB2011-REF-CAPFT,DX Cooling Coil,BiQuadratic,QRatio,Twb,Toadb,0.867905,0.0142459,0.00055436,-0.0075575,3.3e-05,-0.0001918,,,,,13,24,24,46,,,From NECB 2011
DXCOOL-NECB2011-REF-COOLEIRFFLOW,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1,0,0,,,,,,,,0,1,,,,,From NECB 2011
DXCOOL-NECB2011-REF-COOLEIRFT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,0.116936,0.0284933,-0.0004112,0.0214108,0.00016103,-0.0006791,,,,,13,24,24,46,,,From NECB 2011
DXCOOL-NECB2011-REF-COOLPLFFPLR,DX Cooling Coil,Cubic,EIRRatio,QRatio,,0.0277,4.9151,-8.184,4.2702,,,,,,,0.7,1,,,,,"From NECB, curve modified to take into account how PLF is used in E+, and PLF ranges (> 0.7)"
DXHEAT-NECB2011-REF-CAPFFLOW,DX Heating Coil,Cubic,QRatio,FlowRatio,,0.84,0.16,0,0,,,,,,,0.5,1.5,,,,,From NECB 2011
DXHEAT-NECB2011-REF-CAPFT,DX Heating Coil,Cubic,QRatio,Toadb,,0.729,0.0319,0.000136,-8.75e-06,,,,,,,-20,20,,,,,From NECB 2011
DXHEAT-NECB2011-REF-EIRFFLOW,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.3824,-0.4336,0.0512,,,,,,,,0,1,,,,,From NECB 2011
DXHEAT-NECB2011-REF-EIRFT,DX Heating Coil,Cubic,EIRRatio,Toadb,,1.2183,-0.03612,0.00142,-2.68e-05,,,,,,,-20,20,,,,,From NECB 2011
DXHEAT-NECB2011-REF-PLFFPLR,DX Heating Coil,Cubic,EIRRatio,QRatio,,0.3696,2.3362,-2.9577,1.2596,,,,,,,0.7,1,,,,,From NECB 2011
Minisplit-Heat-Cap-fT,DX Heating Coil,BiQuadratic,QRatio,Tiadb,Toadb,1.14715889,-0.010386676,0,0.008653846,0,0,,,,,-100,100,-100,100,,,From OpenStudio-HPXML
Minisplit-Heat-Cap-fFF,DX Heating Coil,Quadratic,QRatio,Tiadb,Toadb,1,0,0,,,,,,,,0,2,0,2,,,From OpenStudio-HPXML
Minisplit-Heat-EIR-fT,DX Heating Coil,BiQuadratic,EIRRatio,Tiadb,Toadb,0.99999417,0.004684594,5.90129e-05,-0.002862447,1.30411e-05,-0.000161729,,,,,-100,100,-100,100,,,From OpenStudio-HPXML
Minisplit-Heat-EIR-fFF,DX Heating Coil,Quadratic,EIRRatio,Tiadb,Toadb,1,0,0,,,,,,,,0,2,0,2,,,From OpenStudio-HPXML
Minisplit-Heat-PLF-fPLR,DX Heating Coil,BiQuadratic,EIRRatio,Tiadb,Toadb,0.89,0.11,,,,,,,,,0,1,0.6,1,,,From OpenStudio-HPXML
Minisplit-Cool-Cap-fT,DX Cooling Coil,BiQuadratic,QRatio,Tiadb,Toadb,0.75319835,0.003618194,0,0.006574385,-6.87181e-05,0,,,,,0,100,0,100,,,From OpenStudio-HPXML
Minisplit-Cool-Cap-fFF,DX Cooling Coil,Quadratic,QRatio,Tiadb,Toadb,1,0,0,,,,,,,,0,2,0,2,,,From OpenStudio-HPXML
Minisplit-Cool-EIR-fT,DX Cooling Coil,BiQuadratic,EIRRatio,Tiadb,Toadb,-0.063769248,-0.001336059,1.41306e-05,0.019433076,-4.91396e-05,-4.90934e-05,,,,,0,100,0,100,,,From OpenStudio-HPXML
Minisplit-Cool-EIR-fFF,DX Cooling Coil,Quadratic,EIRRatio,Tiadb,Toadb,1,0,0,,,,,,,,0,2,0,2,,,From OpenStudio-HPXML
Minisplit-Cool-PLF-fPLR,DX Cooling Coil,BiQuadratic,EIRRatio,Tiadb,Toadb,0.89,0.11,,,,,,,,,0,1,0.6,1,,,From OpenStudio-HPXML
EFG-Si_Spectral-fAirMass,PV-Module,Cubic,,AirMass,,0.93235892,0.05557786,-0.00723784,0.00016577,,,,,,,,,,,,,From .dat files included with MASControl2
Elec-HW-Blr-EIR-fPLR,ElecBoilers,Linear,EIRRatio,PLR,,0.02,0.98,,,,,,,,,,,,,,,From .dat files included with MASControl2
Elec-Stm-Blr-EIR-fPLR,ElecBoilers,Linear,EIRRatio,PLR,,0.03,0.97,,,,,,,,,,,,,,,From .dat files included with MASControl2
Engine-Chlr-Cap-fCHWT&ECT,EngineChiller,BiQuadratic,QRatio,CHWT,ECT,1.02245976,0.033624396,0,-0.00837585,0,0,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Engine-Chlr-HeatRej-fECT,EngineChiller,Cubic,,ECT,,0.81658293,0.00622926,0,0,,,,,,,60,150,,,,,From .dat files included with MASControl2
Engine-Chlr-HeatRej-fPLR,EngineChiller,Cubic,,PLR,,1.05269921,-0.05269912,0,0,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Engine-Chlr-HIR-fCHWT&ECT,EngineChiller,BiQuadratic,,CHWT,ECT,0.76855672,-0.016619742,0.001163452,0.007451082,0.000302,-0.000971,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Engine-Chlr-HIR-fPLR,EngineChiller,Quadratic,,PLR,,0.12571636,0.34714213,0.52714163,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Engine-Exh-fPLR,EngineGenerator,Quadratic,,PLR,,0.024516,0.3323871,0.6430968,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Engine-HIR-fPLR,EngineGenerator,Linear,,PLR,,0.107,0.893,,,,,,,,,,,,,,,From .dat files included with MASControl2
Engine-Jac-fPLR,EngineGenerator,Quadratic,,PLR,,0.287936,1.0204516,-0.3083871,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
FluidCooler-FluidCap-fApp&WB,FluidCooler,BiQuadratic,QRatio,App,WB,-0.16463568,0.048677022,-0.001437296,0.072275256,0.000924,0.005085439,,,,,,,,,,,From .dat files included with MASControl2
FluidCooler-FluidCap-fRng&WB,FluidCooler,BiQuadratic,QRatio,Rng,WB,0,0.18,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
ForcedDraft-Blr-HIR-fPLR,FuelBoilers,Quadratic,,PLR,,0.01599992,0.94495332,0.03904687,,,,,,,,,,,,,,From .dat files included with MASControl2
ForCurve w Dischrg Dampers FPLR,FanEIR-FPLR,Quadratic,,PLR,,0.190667,0.31,0.5,,,,,,,,,,,,0.22,1,From .dat files included with MASControl2
ForCurve w Inlet Vanes FPLR,FanEIR-FPLR,Quadratic,,PLR,,0.339619,-0.848139,1.495671,,,,,,,,,,,,0.22,1,From .dat files included with MASControl2
FURNACE_PACU_VAV_CoolCCarrier48TM014_12tons_EIRFFF,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.19525,-0.306138,0.110973,,,,,,,,0.75,1.25,,,,,From PNNL OfficeMedium
FURNACE_PACU_VAV_CoolCCarrier48TM014_12tons_EIRFT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,-0.536161,0.105138,-0.00172659,0.0149848,0.000659948,-0.0017385,,,,,16.5556,22.1111,23.7778,47.66,,,From PNNL Prototype Buildings OfficeMedium
FURNACE-EFFPLR-NECB2011,Gas Heating Coil,Cubic,FIRRatio,QRatio,,0.7277,1.0667,-1.5174,0.7282,,,,,,,0,1,,,,,From NECB 2011
Furnace-HIR-fPLR,Furnace,Quadratic,FIRRatio,PLR,,0.0186,1.09,-0.113,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Gas-Absor-Cap-fCHWT&ECT,Chiller/Heater,BiQuadratic,QRatio,CHWT,ECT,0.362073,0.0001386,0.001458,0.0733878,-0.00206064,0.00101,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Gas-Absor-HCap-fCoolPLR,Chiller/Heater,Quadratic,QRatio,CoolPLR,,0.863599,-1.30495346,0.44135284,,,,,,,,,,,,,,From .dat files included with MASControl2
Gas-Absor-HIR-fCHWT&ECT,Chiller/Heater,BiQuadratic,,CHWT,ECT,0.96182051,-0.0507105,0.003155468,0.005732838,0.000349,-0.00118516,,,,,4.44444,18.33333,12.77778,46.11111,,,From .dat files included with MASControl2
Gas-Absor-HIR-fDesiccantT,Chiller/Heater,Cubic,,DesiccantT,,0.85427336,0.002997504,4.26e-05,0,,,,,,,100,300,,,,,From .dat files included with MASControl2
Gas-Absor-Qreg-fDesiccantT,Chiller/Heater,Cubic,,DesiccantT,,0.5984,-0.00234,0,0,,,,,,,100,300,,,,,From .dat files included with MASControl2
GasTurbine-Cap-fPLR,GasTurbineGen,Linear,QRatio,PLR,,1.24,-0.0041,,,,,,,,,,,,,,,From .dat files included with MASControl2
GasTurbine-Exh-fPLR,GasTurbineGen,Quadratic,,PLR,,0.295626,0.4930194,0.2113548,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
GasTurbine-HIR-fPLR,GasTurbineGen,Quadratic,,PLR,,0.442979,0.3974,0.1569621,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
GHP-Bypass-Factor-fAirflow,GasHeat-Pump,Quadratic,QRatio,Airflow,,-0.254,1.22,0.036,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
GHP-Bypass-Factor-fEWB&EDB,GasHeat-Pump,BiQuadratic,QRatio,EWB,EDB,0.85028352,0.014256792,0.000184,-0.014791716,-5.48e-06,0.000487,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Bypass-Factor-fPLR,GasHeat-Pump,Linear,QRatio,PLR,,1,0,,,,,,,,,,,,,,,From .dat files included with MASControl2
GHP-Cool-Cap-fEWB&OAT,GasHeat-Pump,BiLinear,QRatio,EWB,OAT,1.1688,0.01926,-0.01539,,,,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Cool-Cap-fRPM&OAT,GasHeat-Pump,BiQuadratic,QRatio,RPM,OAT,-372.736,-234.129654,-36.65800433,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Cool-CondFan-fPLR&OAT,GasHeat-Pump,BiQuadratic,,PLR,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Cool-CycleLoss-fPLR,GasHeat-Pump,Linear,QRatio,PLR,,0.82,0.18,,,,,,,,,,,,,,,From .dat files included with MASControl2
GHP-Cool-HIR-fEWB&OAT,GasHeat-Pump,BiQuadratic,,EWB,OAT,1.1386752,-0.049248,0.000914,0.02128896,0.000306,-0.000953,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Cool-HIR-fRPM&OAT,GasHeat-Pump,BiQuadratic,,RPM,OAT,-369.60598,-234.0532596,-36.93157152,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Cool-Waste-Heat-fEWB&OAT,GasHeat-Pump,BiLinear,QRatio,EWB,OAT,1,0,0,,,,,,,,,,,,,,From .dat files included with MASControl2
GHP-Cool-Waste-Heat-fRPM&OAT,GasHeat-Pump,BiQuadratic,QRatio,RPM,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Defrost-Frac-fOWB&ODB,GasHeat-Pump,BiLinear,QRatio,OWB,ODB,0.0333,0,0,,,,,,,,-23.33333,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-Cap-fEDB&OAT,GasHeat-Pump,BiQuadratic,QRatio,EDB,OAT,0.8291632,0,0,0.01817136,0.000281,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-Cap-fRPM&OAT,GasHeat-Pump,BiQuadratic,QRatio,RPM,OAT,157.86,89.17133162,12.58409104,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-CondFan-fPLR&OAT,GasHeat-Pump,BiQuadratic,,PLR,OAT,1,0,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-CycleLoss-fPLR,GasHeat-Pump,Linear,QRatio,PLR,,0.82,0.18,,,,,,,,,,,,,,,From .dat files included with MASControl2
GHP-Heat-HIR-fEDB&OAT,GasHeat-Pump,BiQuadratic,,EDB,OAT,1.14897728,0,0,-0.017395056,-2.6e-05,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-HIR-fRPM&OAT,GasHeat-Pump,BiQuadratic,,RPM,OAT,194.037,109.788263,15.50214113,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-Waste-Heat-fEDB&OAT,GasHeat-Pump,BiLinear,QRatio,EDB,OAT,1,0,0,,,,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
GHP-Heat-Waste-Heat-fRPM&OAT,GasHeat-Pump,BiQuadratic,QRatio,RPM,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
GHP-Sens-Cap-fEWB&OAT,GasHeat-Pump,BiQuadratic,QRatio,EWB,OAT,1.49637568,0.079056576,-0.004212,-0.030189312,0.000157,0.00062,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
Glass Door Defrost Curve,Refrigerated Case,Cubic,,,,0.3475,0.0296,0.0007,3e-05,,,,,,,-55,55,,,,,For SuperMarket Prototype Buildings
Glass Door Latent Curve,Refrigerated Case,Cubic,,,,0.3379,0.0309,0.0005,4e-05,,,,,,,-55,55,,,,,For SuperMarket Prototype Buildings
GoodCyclingAC-EIR-fPLR,CyclingAC,Cubic,EIRRatio,PLR,,2.73e-06,1.05259,-0.0552087,0.00262236,,,,,,,,,,,,,From .dat files included with MASControl2
GSHP/WLHP_BF_fAirflow-Old,GSHP/WLHPCurves,Cubic,QRatio,Airflow,,-0.828,14.3,-21.9,9.4,,,,,,,,,,,,,From .dat files included with MASControl2
GSHP/WLHP_BF_fEwbEwt,GSHP/WLHPCurves,BiLinear,QRatio,EWB,EWT,-0.2016,0.0297,0.02646,,,,,,,,,,,,0.347365,1.67341,From .dat files included with MASControl2
GSHP/WLHP_BF_fEwbEwt-Old,GSHP/WLHPCurves,BiQuadratic,QRatio,EWB,EWT,-5.522656,0.735768,-0.0185004,0.1418832,0.000943,-0.010206,,,,,,,,,,,From .dat files included with MASControl2
GSHP/WLHP_Cool_Cap_fEwbEwt,GSHP/WLHPCurves,BiLinear,QRatio,EWB,EWT,0.88114368,0.015264,-0.007493418,,,,,,,,,,,,0.803411,1.18555,From .dat files included with MASControl2
GSHP/WLHP_Cool_EIR_fEwbEwt,GSHP/WLHPCurves,BiLinear,EIRRatio,EWB,EWT,0.4111216,-0.00396,0.03011184,,,,,,,,,,,,0.300674,1.80627,From .dat files included with MASControl2
GSHP/WLHP_H/C_EIR-fPLR,GSHP/WLHPCurves,Quadratic,EIRRatio,PLR,,0.0414,0.328,0.575337,,,,,,,,,,,,0,1,From .dat files included with MASControl2
GSHP/WLHP_H/C_EIR-fPLR-Old,GSHP/WLHPCurves,Cubic,EIRRatio,PLR,,0.00988,1.08,-0.105,0.0151,,,,,,,,,,,,,From .dat files included with MASControl2
GSHP/WLHP_Heat_Cap_fEdbEwt,GSHP/WLHPCurves,BiLinear,QRatio,EDB,EWT,1.07264,-0.003564,0.027,,,,,,,,,,,,0.966284,1.86368,From .dat files included with MASControl2
GSHP/WLHP_Heat_EIR_fEdbEwt,GSHP/WLHPCurves,BiLinear,EIRRatio,EDB,EWT,0.59444,0.01908,-0.009774,,,,,,,,,,,,0.681922,1.10294,From .dat files included with MASControl2
