name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
Clay tile - hollow - 2 cells deep - 8 in.,StandardOpaqueMaterial,MediumRough,8,4.32,1.851851852,85,0.21,,,,,,,,,,,,,,,,,,,,,
Clay tile - hollow - 3 cells deep - 12 in.,StandardOpaqueMaterial,MediumRough,12,4.8,2.5,85,0.21,,,,,,,,,,,,,,,,,,,,,
Clay Tile - Paver,StandardOpaqueMaterial,MediumRough,0.38,12.504,0.030390275,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
CLEAR 2.5MM,StandardGlazing,,0.098425197,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.8,0.075,0.075,0.901,0.081,0.081,0,0.84,0.84,1,FALSE,,
CLEAR 3MM,StandardGlazing,,0.118110236,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.837,0.075,0.075,0.898,0.081,0.081,0,0.84,0.84,1,FALSE,,
CLEAR 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.775,0.071,0.071,0.881,0.08,0.08,0,0.84,0.84,1,FALSE,,
COATED POLY-55,StandardGlazing,,0.02007874,0.970686052,1.030199206,,,,,,,,,,SpectralAverage,0.32,0.582,0.593,0.551,0.336,0.375,0,0.046,0.72,1,FALSE,,
COATED POLY-77,StandardGlazing,,0.02007874,0.970686052,1.030199206,,,,,,,,,,SpectralAverage,0.504,0.402,0.398,0.766,0.147,0.167,0,0.075,0.72,1,FALSE,,
Compliance Insulation R0.01,StandardOpaqueMaterial,MediumSmooth,0.0016,0.1596,0.010025063,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R0.02,StandardOpaqueMaterial,MediumSmooth,0.0032,0.1596,0.020050125,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R0.10,StandardOpaqueMaterial,MediumSmooth,0.016,0.1596,0.100250627,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R1.35,StandardOpaqueMaterial,MediumSmooth,0.216,0.1596,1.353383459,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R1.41,StandardOpaqueMaterial,MediumSmooth,0.2256,0.1596,1.413533835,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R1.54,StandardOpaqueMaterial,MediumSmooth,0.2464,0.1596,1.543859649,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R10.06,StandardOpaqueMaterial,MediumSmooth,1.6096,0.1596,10.08521303,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R12.55,StandardOpaqueMaterial,MediumSmooth,2.008,0.1596,12.58145363,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R12.69,StandardOpaqueMaterial,MediumSmooth,2.0304,0.1596,12.72180451,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R13.99,StandardOpaqueMaterial,MediumSmooth,2.2384,0.1596,14.02506266,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R14.14,StandardOpaqueMaterial,MediumSmooth,2.2624,0.1596,14.1754386,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R14.32,StandardOpaqueMaterial,MediumSmooth,2.2912,0.1596,14.35588972,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R14.60,StandardOpaqueMaterial,MediumSmooth,2.336,0.1596,14.63659148,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R15.54,StandardOpaqueMaterial,MediumSmooth,2.4864,0.1596,15.57894737,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R16.58,StandardOpaqueMaterial,MediumSmooth,2.6528,0.1596,16.62155388,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R16.69,StandardOpaqueMaterial,MediumSmooth,2.6704,0.1596,16.73182957,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R17.67,StandardOpaqueMaterial,MediumSmooth,2.8272,0.1596,17.71428571,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R19.63,StandardOpaqueMaterial,MediumSmooth,3.1408,0.1596,19.67919799,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R2.15,StandardOpaqueMaterial,MediumSmooth,0.344,0.1596,2.155388471,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R2.19,StandardOpaqueMaterial,MediumSmooth,0.3504,0.1596,2.195488722,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R2.85,StandardOpaqueMaterial,MediumSmooth,0.456,0.1596,2.857142857,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R2.89,StandardOpaqueMaterial,MediumSmooth,0.4624,0.1596,2.897243108,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R20.05,StandardOpaqueMaterial,MediumSmooth,3.208,0.1596,20.10025063,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R21.18,StandardOpaqueMaterial,MediumSmooth,3.3888,0.1596,21.23308271,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R21.39,StandardOpaqueMaterial,MediumSmooth,3.4224,0.1596,21.44360902,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R22.48,StandardOpaqueMaterial,MediumSmooth,3.5968,0.1596,22.53634085,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R24.86,StandardOpaqueMaterial,MediumSmooth,3.9776,0.1596,24.92230576,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R25.16,StandardOpaqueMaterial,MediumSmooth,4.0256,0.1596,25.22305764,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R28.63,StandardOpaqueMaterial,MediumSmooth,4.5808,0.1596,28.70175439,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R3.63,StandardOpaqueMaterial,MediumSmooth,0.5808,0.1596,3.639097744,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R3.70,StandardOpaqueMaterial,MediumSmooth,0.592,0.1596,3.709273183,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R34.93,StandardOpaqueMaterial,MediumSmooth,5.5888,0.1596,35.01754386,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R6.32,StandardOpaqueMaterial,MediumSmooth,1.0112,0.1596,6.335839599,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R6.46,StandardOpaqueMaterial,MediumSmooth,1.0336,0.1596,6.476190476,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R7.10,StandardOpaqueMaterial,MediumSmooth,1.136,0.1596,7.117794486,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R7.18,StandardOpaqueMaterial,MediumSmooth,1.1488,0.1596,7.197994987,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R7.39,StandardOpaqueMaterial,MediumSmooth,1.1824,0.1596,7.408521303,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R8.00,StandardOpaqueMaterial,MediumSmooth,1.28,0.1596,8.020050125,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R8.07,StandardOpaqueMaterial,MediumSmooth,1.2912,0.1596,8.090225564,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R9.83,StandardOpaqueMaterial,MediumSmooth,1.5697,0.1596,9.835213033,1,0.27,,,,,,,,,,,,,,,,,,,,,
Compliance Insulation R9.94,StandardOpaqueMaterial,MediumSmooth,1.5904,0.1596,9.964912281,1,0.27,,,,,,,,,,,,,,,,,,,,,
Concrete - 100 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,6.2496,1.600102407,100,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - 100 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,6.2496,1.920122888,100,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - 100 lb/ft3 - 2 in.,StandardOpaqueMaterial,MediumRough,2,6.2496,0.320020481,100,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - 100 lb/ft3 - 4 in.,StandardOpaqueMaterial,MediumRough,4,6.2496,0.640040963,100,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - 100 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,6.2496,0.960061444,100,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - 100 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,6.2496,1.280081925,100,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - 140 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,13.53,0.7390983,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - 140 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,13.53,0.88691796,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - 140 lb/ft3 - 2 in.,StandardOpaqueMaterial,MediumRough,2,13.53,0.14781966,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - 140 lb/ft3 - 4 in.,StandardOpaqueMaterial,MediumRough,4,13.53,0.29563932,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - 140 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,13.53,0.44345898,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - 140 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,13.53,0.59127864,139.78,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - 80 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,3.6804,2.717095968,79.87,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - 80 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,3.6804,3.260515161,79.87,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - 80 lb/ft3 - 2 in.,StandardOpaqueMaterial,MediumRough,2,3.6804,0.543419194,79.87,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - 80 lb/ft3 - 4 in.,StandardOpaqueMaterial,MediumRough,4,3.6804,1.086838387,79.87,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - 80 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,3.6804,1.630257581,79.87,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - 80 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,3.6804,2.173676774,79.87,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 105 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,4.5996,2.174102096,105,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 105 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,5.16,2.325581395,105,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 105 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,3.24,1.851851852,105,0.15,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 105 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,3.9996,2.00020002,105,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 115 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,4.8996,2.040982937,115,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 115 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,5.52,2.173913043,115,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 115 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,3.48,1.724137931,115,0.15,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 115 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,4.2396,1.886970469,115,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 125 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,5.1996,1.923224863,125,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 125 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,5.88,2.040816327,125,0.13,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 125 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,3.66,1.639344262,125,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Empty - 125 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,4.4796,1.785873739,125,0.13,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 105 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,3.3996,2.941522532,105,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 105 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,3.6,3.333333333,105,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 105 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,2.64,2.272727273,105,0.15,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 105 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,2.9604,2.702337522,105,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 115 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,3.6996,2.702994918,115,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 115 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,3.96,3.03030303,115,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 115 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,2.88,2.083333333,115,0.15,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 115 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,3.2796,2.439321869,115,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 125 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,4.1004,2.43878646,125,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 125 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,4.32,2.777777778,125,0.13,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 125 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,3.12,1.923076923,125,0.14,,,,,,,,,,,,,,,,,,,,,
Concrete - Part Grouted and Insulated - 125 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,3.5196,2.272985567,125,0.13,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 105 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,8.4744,1.180024545,105,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 105 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,8.5704,1.40016802,105,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 105 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,8.3328,0.720046083,105,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 105 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,8.3328,0.960061444,105,0.22,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 115 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,9.174,1.090037061,115,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 115 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,9.2304,1.300052002,115,0.21,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 115 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,10.17,0.589970501,115,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 115 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,9.1224,0.876962203,115,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 125 lb/ft3 - 10 in.,StandardOpaqueMaterial,MediumRough,10,10.1016,0.989942187,125,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 125 lb/ft3 - 12 in.,StandardOpaqueMaterial,MediumRough,12,10.0836,1.190051172,125,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 125 lb/ft3 - 6 in.,StandardOpaqueMaterial,MediumRough,6,10.17,0.589970501,125,0.19,,,,,,,,,,,,,,,,,,,,,
Concrete - Solid Grout - 125 lb/ft3 - 8 in.,StandardOpaqueMaterial,MediumRough,8,10.1268,0.789983015,125,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete Paver,StandardOpaqueMaterial,MediumRough,0.38,4.5024,0.084399431,144,0.2,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - No Steel in Ins. - Ins. 1 1/2 in.,StandardOpaqueMaterial,MediumRough,13.5,1.8396,7.338551859,133.44,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - No Steel in Ins. - Ins. 2 in.,StandardOpaqueMaterial,MediumRough,14,1.4496,9.657836645,128.71,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - No Steel in Ins. - Ins. 3 in.,StandardOpaqueMaterial,MediumRough,15,1.05,14.28571429,120.2,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - No Steel in Ins. - Ins. 4 in.,StandardOpaqueMaterial,MediumRough,16,0.8496,18.83239171,112.75,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - No Steel in Ins. - Ins. 6 in.,StandardOpaqueMaterial,MediumRough,18,0.63,28.57142857,100.33,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - Steel in Ins. - Ins. 1 1/2 in.,StandardOpaqueMaterial,MediumRough,13.5,2.5704,5.25210084,133.44,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - Steel in Ins. - Ins. 2 in.,StandardOpaqueMaterial,MediumRough,14,2.01,6.965174129,128.71,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - Steel in Ins. - Ins. 3 in.,StandardOpaqueMaterial,MediumRough,15,1.4796,10.1378751,120.2,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - Steel in Ins. - Ins. 4 in.,StandardOpaqueMaterial,MediumRough,16,1.1904,13.44086022,112.75,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 100% Ins. Layer - Steel in Ins. - Ins. 6 in.,StandardOpaqueMaterial,MediumRough,18,0.9,20,100.33,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - No Steel in Ins. - Ins. 1 1/2 in.,StandardOpaqueMaterial,MediumRough,13.5,15.8604,0.851176515,133.44,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - No Steel in Ins. - Ins. 2 in.,StandardOpaqueMaterial,MediumRough,14,14.7504,0.949126803,128.71,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - No Steel in Ins. - Ins. 3 in.,StandardOpaqueMaterial,MediumRough,15,11.9904,1.251000801,120.2,0.12,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - No Steel in Ins. - Ins. 4 in.,StandardOpaqueMaterial,MediumRough,16,10.3404,1.547328923,112.75,0.12,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - No Steel in Ins. - Ins. 6 in.,StandardOpaqueMaterial,MediumRough,18,8.3604,2.153007033,100.33,0.13,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - Steel in Ins. - Ins. 1 1/2 in.,StandardOpaqueMaterial,MediumRough,13.5,15.8604,0.851176515,133.44,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - Steel in Ins. - Ins. 2 in.,StandardOpaqueMaterial,MediumRough,14,25.1796,0.556005655,128.71,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - Steel in Ins. - Ins. 3 in.,StandardOpaqueMaterial,MediumRough,15,31.5096,0.476045396,120.2,0.12,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - Steel in Ins. - Ins. 4 in.,StandardOpaqueMaterial,MediumRough,16,38.37,0.416992442,112.75,0.12,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 80% Ins. Layer - Steel in Ins. - Ins. 6 in.,StandardOpaqueMaterial,MediumRough,18,54.0504,0.333022512,100.33,0.13,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - No Steel in Ins. - Ins. 1 1/2 in.,StandardOpaqueMaterial,MediumRough,13.5,10.7904,1.2511121,133.44,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - No Steel in Ins. - Ins. 2 in.,StandardOpaqueMaterial,MediumRough,14,9.66,1.449275362,128.71,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - No Steel in Ins. - Ins. 3 in.,StandardOpaqueMaterial,MediumRough,15,7.32,2.049180328,120.2,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - No Steel in Ins. - Ins. 4 in.,StandardOpaqueMaterial,MediumRough,16,6.0396,2.649182065,112.75,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - No Steel in Ins. - Ins. 6 in.,StandardOpaqueMaterial,MediumRough,18,4.7904,3.75751503,100.33,0.12,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - Steel in Ins. - Ins. 1 1/2 in.,StandardOpaqueMaterial,MediumRough,13.5,11.7396,1.149954002,133.44,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - Steel in Ins. - Ins. 2 in.,StandardOpaqueMaterial,MediumRough,14,9.66,1.449275362,128.71,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - Steel in Ins. - Ins. 3 in.,StandardOpaqueMaterial,MediumRough,15,7.6896,1.950686642,120.2,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - Steel in Ins. - Ins. 4 in.,StandardOpaqueMaterial,MediumRough,16,6.5304,2.450079628,112.75,0.11,,,,,,,,,,,,,,,,,,,,,
Concrete Sandwich Panel - 90% Ins. Layer - Steel in Ins. - Ins. 6 in.,StandardOpaqueMaterial,MediumRough,18,5.0604,3.557031065,100.33,0.12,,,,,,,,,,,,,,,,,,,,,
Concrete/Sand Aggregate - 6 in.,StandardOpaqueMaterial,Smooth,6.01,4.29,1.400932401,116,0.2,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - No Ins.,StandardOpaqueMaterial,Smooth,2.27,0.9,2.522222222,29.09,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R10 Ins.,StandardOpaqueMaterial,Smooth,3.27,0.26196,12.4828218,20.44,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R15 Ins.,StandardOpaqueMaterial,Smooth,4.47,0.25296,17.67077799,15.23,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R20 Ins.,StandardOpaqueMaterial,Smooth,5.67,0.25308,22.40398293,12.22,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R25 Ins.,StandardOpaqueMaterial,Smooth,6.87,0.2478,27.72397094,10.26,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R30 Ins.,StandardOpaqueMaterial,Smooth,8.07,0.2484,32.48792271,8.88,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R4 Ins.,StandardOpaqueMaterial,Smooth,1.83,0.2814,6.503198294,35.69,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Double glass with no low e coatings - R7 Ins.,StandardOpaqueMaterial,Smooth,2.55,0.27,9.444444444,25.92,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - No Ins.,StandardOpaqueMaterial,Smooth,2.27,1.1796,1.924381146,29.09,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R10 Ins.,StandardOpaqueMaterial,Smooth,3.27,0.27312,11.97275923,20.44,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R15 Ins.,StandardOpaqueMaterial,Smooth,4.47,0.2628,17.00913242,15.23,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R20 Ins.,StandardOpaqueMaterial,Smooth,5.67,0.2592,21.875,12.22,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R25 Ins.,StandardOpaqueMaterial,Smooth,6.87,0.25512,26.92850423,10.26,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R30 Ins.,StandardOpaqueMaterial,Smooth,8.07,0.25692,31.41055582,8.88,0.27,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R4 Ins.,StandardOpaqueMaterial,Smooth,1.83,0.3096,5.910852713,35.69,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Single glass pane. stone. or metal pane - R7 Ins.,StandardOpaqueMaterial,Smooth,2.55,0.28476,8.954909397,25.92,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - No Ins.,StandardOpaqueMaterial,Smooth,2.27,0.78,2.91025641,29.09,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - R10 Ins.,StandardOpaqueMaterial,Smooth,3.27,0.25452,12.84771334,20.44,0.26,,,,,,,,,,,,,,,,,,,,,
Continuous Ins. - Triple or low e glass - R15 Ins.,StandardOpaqueMaterial,Smooth,4.47,0.24804,18.02128689,15.23,0.27,,,,,,,,,,,,,,,,,,,,,
