name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
U 1.90 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.9,0.39,0.25,,,,,,,,,,,,,,
U 1.90 SHGC 0.65 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.9,0.65,0.25,,,,,,,,,,,,,,
U 1.98 SHGC 0.16 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.16,0.15,,,,,,,,,,,,,,
U 1.98 SHGC 0.19 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.19,0.15,,,,,,,,,,,,,,
U 1.98 SHGC 0.36 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.36,0.25,,,,,,,,,,,,,,
U 1.98 SHGC 0.39 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.39,0.25,,,,,,,,,,,,,,
U 1.98 SHGC 0.61 Simple Glazing,SimpleGlazing,,,,,,,,,,,1.98,0.61,0.25,,,,,,,,,,,,,,
U0.47_SHGC_0.49_SimpleGlazing_Window_05,SimpleGlazing,,,,,,,,,,Air,0.47,0.49,0.81,,,,,,,,,,,,,,
U0.47_SHGC0.46_SimpleGlazing_Window_07,SimpleGlazing,,,,,,,,,,Air,0.47,0.46,0.81,,,,,,,,,,,,,,
U0.47_SHGC0.47_SimpleGlazing_Window_06,SimpleGlazing,,,,,,,,,,Air,0.47,0.47,0.81,,,,,,,,,,,,,,
U0.47_SHGC0.47_SimpleGlazing_Window_11,SimpleGlazing,,,,,,,,,,Air,0.47,0.47,0.81,,,,,,,,,,,,,,
U0.47_SHGC0.5_SimpleGlazing_Window_03,SimpleGlazing,,,,,,,,,,Air,0.47,0.5,0.81,,,,,,,,,,,,,,
U0.77_SHGC_0.77_SimpleGlazing_Window_02,SimpleGlazing,,,,,,,,,,Air,0.77,0.77,0.81,,,,,,,,,,,,,,
U0.77_SHGC0.5_SimpleGlazing_Window_09,SimpleGlazing,,,,,,,,,,Air,0.77,0.5,0.81,,,,,,,,,,,,,,
U0.77_SHGC0.61_SimpleGlazing_Window_08,SimpleGlazing,,,,,,,,,,Air,0.77,0.61,0.81,,,,,,,,,,,,,,
U0.77_SHGC0.62_SimpleGlazing_Window_04,SimpleGlazing,,,,,,,,,,Air,0.77,0.62,0.81,,,,,,,,,,,,,,
U1.23_SHGC0.5_SimpleGlazing_Window_12,SimpleGlazing,,,,,,,,,,Air,1.23,0.5,0.81,,,,,,,,,,,,,,
U1.23_SHGC0.82_SimpleGlazing_Window_01,SimpleGlazing,,,,,,,,,,Air,1.23,0.82,0.81,,,,,,,,,,,,,,
U1.23_SHGC0.82_SimpleGlazing_Window_10,SimpleGlazing,,,,,,,,,,Air,1.23,0.62,0.81,,,,,,,,,,,,,,
Vapor permeable felt - 1/8 in.,StandardOpaqueMaterial,Rough,0.13,2.0796,0.062512022,22,0.3,,,,,,,,,,,,,,,,,,,,,
Vapor seal - 2 layers of mopped 15 lb felt - 1/4 in.,StandardOpaqueMaterial,Rough,0.25,2.0796,0.120215426,22,0.3,,,,,,,,,,,,,,,,,,,,,
Vapor seal - plastic film - 1/16 in.,StandardOpaqueMaterial,Rough,0.63,62.4996,0.010080065,30,0.3,,,,,,,,,,,,,,,,,,,,,
Vermiculite aggregate - 45 lb/ft3 - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,1.7004,0.294048459,45,0.32,,,,,,,,,,,,,,,,,,,,,
W_m1_R15,StandardOpaqueMaterial,Smooth,2.39403,0.15963,15,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W_m2_R19,StandardOpaqueMaterial,Smooth,3.03244,0.15963,19,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W_m3_R21,StandardOpaqueMaterial,Smooth,3.35165,0.15963,21,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W_T24_2013_R13.99,StandardOpaqueMaterial,Smooth,2.23284,0.15963,13.99,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W1_R8.60,StandardOpaqueMaterial,Smooth,1.37252,0.15963,8.6,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W2_R11.13,StandardOpaqueMaterial,Smooth,1.77634,0.15963,11.13,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W3_R11.36,StandardOpaqueMaterial,Smooth,1.81305,0.15963,11.36,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
W4_R12.62,StandardOpaqueMaterial,Smooth,2.01414,0.15963,12.62,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Wall Insulation [31],StandardOpaqueMaterial,MediumRough,1.326771654,0.299525982,4.429571171,5.680944412,0.199914015,0.9,0.5,0.5,,,,,,,,,,,,,,,,,,
Wood - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,1.0404,0.961168781,37.94,0.39,,,,,,,,,,,,,,,,,,,,,
Wood - 1/2 in.,StandardOpaqueMaterial,MediumSmooth,0.5,1.0404,0.480584391,37.94,0.39,,,,,,,,,,,,,,,,,,,,,
Wood - 2 in.,StandardOpaqueMaterial,MediumSmooth,2,1.0404,1.922337562,37.94,0.39,,,,,,,,,,,,,,,,,,,,,
Wood - 4 in.,StandardOpaqueMaterial,MediumSmooth,4,1.0404,3.844675125,37.94,0.39,,,,,,,,,,,,,,,,,,,,,
Wood Frame NonRes Wall Insulation-0.73,StandardOpaqueMaterial,MediumRough,0.79835618,0.339740118,2.34990258,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Wood Frame Wall Insulation R-1.61 IP,StandardOpaqueMaterial,MediumRough,0.54621365,0.339740118,1.607739625,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R11 ins.,MasslessOpaqueMaterial,,,,10.783,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R13 ins.,MasslessOpaqueMaterial,,,,12.4765,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R19 ins.,MasslessOpaqueMaterial,,,,17.1561,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R21 ins.,MasslessOpaqueMaterial,,,,18.5953,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R22 ins.,MasslessOpaqueMaterial,,,,19.2942,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,21.3129,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,24.4379,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R38 ins.,MasslessOpaqueMaterial,,,,28.8982,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R44 ins.,MasslessOpaqueMaterial,,,,31.873,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R49 ins.,MasslessOpaqueMaterial,,,,34.1444,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x10 - R60 ins.,MasslessOpaqueMaterial,,,,38.5802,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R11 ins.,MasslessOpaqueMaterial,,,,11.0136,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R13 ins.,MasslessOpaqueMaterial,,,,12.7862,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R19 ins.,MasslessOpaqueMaterial,,,,17.7471,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R21 ins.,MasslessOpaqueMaterial,,,,19.2917,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R22 ins.,MasslessOpaqueMaterial,,,,20.045,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R25 ins.,MasslessOpaqueMaterial,,,,22.2328,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R30 ins.,MasslessOpaqueMaterial,,,,25.6551,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,30.6158,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R44 ins.,MasslessOpaqueMaterial,,,,33.9752,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R49 ins.,MasslessOpaqueMaterial,,,,36.5684,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x12 - R60 ins.,MasslessOpaqueMaterial,,,,41.7037,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,9.0352,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,10.1946,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R19 ins.,MasslessOpaqueMaterial,,,,13.1185,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R21 ins.,MasslessOpaqueMaterial,,,,13.9437,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R22 ins.,MasslessOpaqueMaterial,,,,14.333,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R25 ins.,MasslessOpaqueMaterial,,,,15.4178,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R30 ins.,MasslessOpaqueMaterial,,,,16.9895,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R38 ins.,MasslessOpaqueMaterial,,,,19.0316,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R44 ins.,MasslessOpaqueMaterial,,,,20.278,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R49 ins.,MasslessOpaqueMaterial,,,,21.1742,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x4 - R60 ins.,MasslessOpaqueMaterial,,,,22.7998,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,9.98167,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,11.416,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,15.2129,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,16.3338,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R22 ins.,MasslessOpaqueMaterial,,,,16.8706,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R25 ins.,MasslessOpaqueMaterial,,,,18.394,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R30 ins.,MasslessOpaqueMaterial,,,,20.6759,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R38 ins.,MasslessOpaqueMaterial,,,,23.7814,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R44 ins.,MasslessOpaqueMaterial,,,,25.7599,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R49 ins.,MasslessOpaqueMaterial,,,,27.2236,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x6 - R60 ins.,MasslessOpaqueMaterial,,,,29.9711,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R11 ins.,MasslessOpaqueMaterial,,,,10.4438,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R13 ins.,MasslessOpaqueMaterial,,,,12.0246,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,16.313,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R21 ins.,MasslessOpaqueMaterial,,,,17.6089,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,18.2344,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R25 ins.,MasslessOpaqueMaterial,,,,20.0271,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R30 ins.,MasslessOpaqueMaterial,,,,22.7622,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R38 ins.,MasslessOpaqueMaterial,,,,26.584,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R44 ins.,MasslessOpaqueMaterial,,,,29.0808,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R49 ins.,MasslessOpaqueMaterial,,,,30.96,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 16inOC - 2x8 - R60 ins.,MasslessOpaqueMaterial,,,,34.5633,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R11 ins.,MasslessOpaqueMaterial,,,,10.8472,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R13 ins.,MasslessOpaqueMaterial,,,,12.6291,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R19 ins.,MasslessOpaqueMaterial,,,,17.6705,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R21 ins.,MasslessOpaqueMaterial,,,,19.2568,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R22 ins.,MasslessOpaqueMaterial,,,,20.0334,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,22.2995,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,25.8772,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R38 ins.,MasslessOpaqueMaterial,,,,31.1355,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R44 ins.,MasslessOpaqueMaterial,,,,34.7459,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R49 ins.,MasslessOpaqueMaterial,,,,37.5607,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x10 - R60 ins.,MasslessOpaqueMaterial,,,,43.2077,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R11 ins.,MasslessOpaqueMaterial,,,,11.0095,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R13 ins.,MasslessOpaqueMaterial,,,,12.8496,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R19 ins.,MasslessOpaqueMaterial,,,,18.1053,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R21 ins.,MasslessOpaqueMaterial,,,,19.7743,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R22 ins.,MasslessOpaqueMaterial,,,,20.594,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R25 ins.,MasslessOpaqueMaterial,,,,22.9964,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R30 ins.,MasslessOpaqueMaterial,,,,26.8204,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,32.5111,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R44 ins.,MasslessOpaqueMaterial,,,,36.4678,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R49 ins.,MasslessOpaqueMaterial,,,,39.581,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x12 - R60 ins.,MasslessOpaqueMaterial,,,,45.903,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,9.54677,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,10.9003,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R19 ins.,MasslessOpaqueMaterial,,,,14.4614,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R21 ins.,MasslessOpaqueMaterial,,,,15.5068,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R22 ins.,MasslessOpaqueMaterial,,,,16.0065,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R25 ins.,MasslessOpaqueMaterial,,,,17.421,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R30 ins.,MasslessOpaqueMaterial,,,,19.5305,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R38 ins.,MasslessOpaqueMaterial,,,,22.3835,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R44 ins.,MasslessOpaqueMaterial,,,,24.1906,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R49 ins.,MasslessOpaqueMaterial,,,,25.5222,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x4 - R60 ins.,MasslessOpaqueMaterial,,,,28.0096,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,10.2668,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,11.8491,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,16.1804,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,17.5004,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R22 ins.,MasslessOpaqueMaterial,,,,18.1394,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R25 ins.,MasslessOpaqueMaterial,,,,19.9777,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R30 ins.,MasslessOpaqueMaterial,,,,22.802,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R38 ins.,MasslessOpaqueMaterial,,,,26.7885,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R44 ins.,MasslessOpaqueMaterial,,,,29.4185,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R49 ins.,MasslessOpaqueMaterial,,,,31.4116,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x6 - R60 ins.,MasslessOpaqueMaterial,,,,35.2661,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R11 ins.,MasslessOpaqueMaterial,,,,10.6047,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R13 ins.,MasslessOpaqueMaterial,,,,12.3015,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,17.0358,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R21 ins.,MasslessOpaqueMaterial,,,,18.5054,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,19.2214,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R25 ins.,MasslessOpaqueMaterial,,,,21.298,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R30 ins.,MasslessOpaqueMaterial,,,,24.5383,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R38 ins.,MasslessOpaqueMaterial,,,,29.2172,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R44 ins.,MasslessOpaqueMaterial,,,,32.3739,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R49 ins.,MasslessOpaqueMaterial,,,,34.804,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Attic Floor - 24inOC - 2x8 - R60 ins.,MasslessOpaqueMaterial,,,,39.5997,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,21.3129,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,24.4379,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,30.6158,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,9.98167,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,11.416,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,15.2129,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,16.313,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 16inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,18.2344,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,22.2995,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,25.8772,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,32.5111,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,10.2668,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,11.8491,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,16.1804,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,17.0358,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Floor - 24inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,19.2214,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x10 - R22 ins.,MasslessOpaqueMaterial,,,,19.2942,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,21.3129,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,24.4379,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x12 - R30 ins.,MasslessOpaqueMaterial,,,,25.6551,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,30.6158,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x14 - R38 ins.,MasslessOpaqueMaterial,,,,30.6158,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,9.0352,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,10.1946,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,11.2537,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x4 - R19 ins.,MasslessOpaqueMaterial,,,,13.1185,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,9.98167,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,11.416,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x6 - R15 ins.,MasslessOpaqueMaterial,,,,12.7607,,,,,,,,,,,,,,,,,,,,,,,
Wood Framed Rafter Roof - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,15.2129,,,,,,,,,,,,,,,,,,,,,,,
